,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,score
23430,"['DualImputer', 'PCA']",False,entropy,NoneType,0.45,2,19,16,41,0.9225703324808183
23431,DualImputer,False,gini,8,0.45,6,19,512,41,0.9415174765558396
23432,DualImputer,False,gini,NoneType,0.25,1,19,8,41,0.938554987212276
23433,DualImputer,False,entropy,8,0.2,3,17,512,41,0.9415814151747653
23434,DualImputer,False,gini,NoneType,0.45,1,10,8,41,0.9502770673486785
23435,DualImputer,True,gini,NoneType,0.35000000000000003,1,9,128,41,0.9488491048593349
23436,"['DualImputer', 'PCA']",True,gini,8,0.15000000000000002,5,13,512,41,0.9327365728900254
23437,"['DualImputer', 'PCA']",True,gini,11,0.15000000000000002,3,2,512,41,0.9415601023017903
23438,"['DualImputer', 'OneHotEncoder']",True,gini,8,0.05,1,20,512,41,0.9048806479113385
23439,DualImputer,False,entropy,8,0.1,1,15,512,41,0.9400468883205455
23440,DualImputer,True,entropy,10,0.25,1,4,16,41,0.9371483375959079
23441,DualImputer,False,entropy,10,0.15000000000000002,1,8,8,41,0.9385976129582267
23442,"['DualImputer', 'PCA']",False,gini,9,0.1,5,3,256,41,0.9459505541346973
23443,DualImputer,False,entropy,NoneType,0.3,1,3,256,41,0.944458653026428
23444,"['DualImputer', 'PCA']",True,entropy,8,0.2,4,3,128,41,0.9327365728900254
23445,"['DualImputer', 'PCA']",False,gini,8,0.1,7,3,512,41,0.9386189258312019
23446,"['DualImputer', 'PCA']",True,entropy,8,0.45,1,8,16,41,0.9298167092924124
23447,"['DualImputer', 'PCA']",False,gini,8,0.45,1,4,16,41,0.9268542199488492
23448,"['DualImputer', 'PCA']",False,gini,9,0.1,1,5,64,41,0.9488704177323102
23449,"['DualImputer', 'PCA']",False,gini,NoneType,0.2,3,2,512,41,0.9400895140664962
23450,DualImputer,False,entropy,10,0.35000000000000003,1,16,512,41,0.9459292412617222
23451,DualImputer,True,gini,9,0.15000000000000002,1,5,16,41,0.9342284739982949
23452,DualImputer,False,entropy,8,0.45,1,10,16,41,0.9429880647911337
23453,"['DualImputer', 'PCA']",False,gini,12,0.1,3,20,256,41,0.9356990622335889
23454,DualImputer,False,entropy,8,0.25,1,3,512,41,0.9459505541346974
23455,DualImputer,False,gini,10,0.25,6,20,32,41,0.9400468883205455
23456,DualImputer,True,gini,9,0.35000000000000003,1,3,512,41,0.9459079283887467
23457,"['DualImputer', 'PCA']",True,gini,NoneType,0.45,1,2,64,41,0.9297953964194374
23458,"['DualImputer', 'PCA']",False,entropy,11,0.25,1,10,512,41,0.940068201193521
23459,DualImputer,False,entropy,NoneType,0.2,1,9,128,41,0.944458653026428
23460,"['DualImputer', 'OneHotEncoder']",False,gini,11,0.25,2,18,512,41,0.9356990622335891
23461,DualImputer,False,entropy,NoneType,0.05,1,7,256,41,0.9444799658994032
23462,DualImputer,False,gini,NoneType,0.2,1,9,512,41,0.9473998294970161
23463,DualImputer,True,gini,8,0.45,1,5,256,41,0.9430093776641091
23464,"['DualImputer', 'PCA']",False,entropy,8,0.15000000000000002,2,2,16,41,0.9312872975277067
23465,"['DualImputer', 'PCA']",False,entropy,8,0.35000000000000003,1,7,64,41,0.9400255754475703
23466,"['DualImputer', 'PCA']",False,gini,8,0.1,3,11,128,41,0.9444799658994032
23467,DualImputer,True,gini,10,0.3,1,3,32,41,0.9474211423699914
23468,DualImputer,True,entropy,8,0.2,2,20,512,41,0.9327791986359759
23469,"['DualImputer', 'PCA']",False,entropy,8,0.15000000000000002,1,2,256,41,0.945929241261722
23470,DualImputer,True,gini,10,0.35000000000000003,2,2,64,41,0.9444373401534527
23471,DualImputer,True,entropy,9,0.1,1,5,256,41,0.9415601023017903
23472,DualImputer,True,entropy,NoneType,0.05,1,9,512,41,0.9400682011935209
23473,DualImputer,False,entropy,10,0.25,3,17,32,41,0.9401108269394713
23474,DualImputer,False,entropy,11,0.45,1,9,256,41,0.9561381074168798
23475,"['DualImputer', 'PCA']",True,gini,8,0.3,1,2,512,41,0.9400895140664961
23476,DualImputer,True,entropy,NoneType,0.15000000000000002,1,8,512,41,0.9430306905370843
23477,DualImputer,False,entropy,NoneType,0.1,1,19,512,41,0.9444799658994032
23478,"['DualImputer', 'PCA']",False,entropy,10,0.1,3,2,64,41,0.9502983802216539
23479,DualImputer,False,entropy,11,0.45,1,9,8,41,0.9429454390451832
23480,"['DualImputer', 'PCA']",False,gini,11,0.3,2,5,512,41,0.9342071611253197
23481,PCA,False,gini,NoneType,0.35000000000000003,7,6,16,22,0.7655000000000001
23482,PCA,False,gini,8,0.45,5,18,128,22,0.77
23483,NoneType,True,gini,8,0.25,4,20,128,22,0.76
23484,NoneType,True,gini,9,0.15000000000000002,9,16,8,22,0.736
23485,PCA,False,entropy,11,0.45,6,2,512,22,0.0
23486,NoneType,False,entropy,9,0.4,17,4,128,22,0.7515
23487,DualImputer,True,gini,8,0.35000000000000003,3,3,32,41,0.9356990622335891
23488,"['DualImputer', 'PCA']",False,entropy,12,0.1,1,5,32,41,0.941538789428815
23489,NoneType,True,gini,12,0.45,20,15,32,22,0.727
23490,PCA,True,entropy,10,0.45,19,18,64,22,0.7339999999999999
23491,PCA,False,gini,11,0.4,15,2,256,22,0.7635000000000002
23492,NoneType,True,gini,11,0.3,3,5,64,22,0.766
23493,NoneType,False,gini,10,0.3,9,20,64,22,0.758
23494,NoneType,True,entropy,12,0.25,20,2,16,22,0.7300000000000001
23495,PCA,False,gini,8,0.1,2,18,256,22,0.8009999999999999
23496,PCA,False,gini,9,0.35000000000000003,1,17,256,22,0.7855000000000001
23497,NoneType,False,gini,12,0.3,1,19,128,22,0.777
23498,"['DualImputer', 'PCA']",False,gini,9,0.1,2,2,128,41,0.9386402387041773
23499,NoneType,True,entropy,11,0.1,17,18,256,22,0.7435
23500,NoneType,False,gini,11,0.05,17,2,16,22,0.738
23501,PCA,True,gini,12,0.45,12,2,512,22,0.758
23502,NoneType,False,entropy,11,0.45,14,12,16,22,0.7415
23503,NoneType,False,gini,NoneType,0.4,7,20,128,22,0.7525000000000001
23504,PCA,False,entropy,10,0.4,19,14,16,22,0.7375
23505,PCA,False,gini,9,0.1,18,20,512,22,0.791
23506,NoneType,True,entropy,11,0.4,2,6,512,22,0.7715000000000001
23507,NoneType,False,gini,11,0.4,13,6,8,22,0.7405
23508,PCA,True,entropy,8,0.45,3,11,128,22,0.775
23509,PCA,True,gini,9,0.05,1,20,16,22,0.7405
23510,NoneType,True,entropy,NoneType,0.4,9,4,512,22,0.7555000000000001
23511,PCA,True,gini,12,0.1,10,9,64,22,0.7789999999999999
23512,PCA,False,entropy,9,0.4,16,8,8,22,0.7315
23513,PCA,True,gini,10,0.05,2,19,8,22,0.6685000000000001
23514,PCA,False,gini,8,0.15000000000000002,7,10,512,22,0.7975000000000001
23515,PCA,True,gini,9,0.1,11,17,256,22,0.784
23516,PCA,True,gini,NoneType,0.25,1,2,256,22,0.8015000000000001
23517,PCA,True,entropy,12,0.2,1,6,8,22,0.734
23518,NoneType,False,gini,10,0.05,15,20,256,22,0.7464999999999999
23519,NoneType,False,gini,9,0.25,20,17,512,22,0.7445
23520,DualImputer,False,gini,12,0.15000000000000002,2,20,32,41,0.9400682011935209
23521,DualImputer,False,gini,10,0.4,1,6,16,41,0.9429667519181585
23522,"['DualImputer', 'PCA']",False,gini,NoneType,0.45,15,8,32,41,0.8946291560102301
23523,NoneType,False,gini,11,0.1,1,4,512,22,0.7805
23524,PCA,False,gini,NoneType,0.4,8,3,8,22,0.7445
23525,DualImputer,False,gini,9,0.45,1,15,16,41,0.9371270247229326
23526,"['DualImputer', 'PCA']",False,gini,8,0.1,1,11,32,41,0.9356990622335891
23527,"['DualImputer', 'PCA']",False,entropy,8,0.2,1,5,128,41,0.944458653026428
23528,"['DualImputer', 'PCA']",False,gini,NoneType,0.3,11,16,8,41,0.8887041773231031
23529,"['DualImputer', 'PCA']",False,entropy,9,0.1,1,3,64,41,0.9474211423699914
23530,"['DualImputer', 'OneHotEncoder']",False,entropy,12,0.15000000000000002,1,20,8,41,0.9210571184995736
23531,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.25,1,20,128,41,0.941538789428815
23532,DualImputer,False,entropy,8,0.3,1,18,128,41,0.9400895140664961
23533,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.2,20,3,512,41,0.8566069906223358
23534,DualImputer,False,entropy,NoneType,0.45,2,2,512,41,0.9429880647911337
23535,"['DualImputer', 'PCA']",True,gini,11,0.15000000000000002,1,10,128,41,0.941538789428815
23536,"['DualImputer', 'PCA']",False,entropy,8,0.35000000000000003,9,20,32,41,0.9283887468030689
23537,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.25,1,9,16,41,0.9430306905370843
23538,DualImputer,False,entropy,12,0.2,1,3,64,41,0.9502983802216539
23539,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.1,1,17,64,41,0.9327365728900254
23540,DualImputer,True,gini,8,0.45,8,14,256,41,0.9033461210571184
23541,"['DualImputer', 'PCA']",False,entropy,8,0.4,1,14,8,41,0.9165814151747655
23542,DualImputer,False,entropy,8,0.15000000000000002,1,14,128,41,0.9400895140664961
23543,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.4,4,14,32,41,0.9371909633418584
23544,"['DualImputer', 'PCA']",True,entropy,NoneType,0.2,6,4,512,41,0.9268755328218242
23545,DualImputer,False,entropy,NoneType,0.3,1,11,32,41,0.9400468883205455
23546,DualImputer,True,gini,11,0.05,1,2,256,41,0.9430093776641091
23547,DualImputer,False,entropy,NoneType,0.45,1,16,256,41,0.9488064791133844
23548,DualImputer,False,entropy,8,0.3,9,12,512,41,0.9283674339300937
23549,DualImputer,False,gini,10,0.15000000000000002,1,2,256,41,0.9444799658994032
23550,DualImputer,False,entropy,8,0.45,1,17,8,41,0.9370630861040068
23551,"['DualImputer', 'PCA']",False,entropy,8,0.35000000000000003,7,11,128,41,0.925383631713555
23552,PCA,True,gini,12,0.4,7,2,512,22,0.775
23553,"['DualImputer', 'OneHotEncoder']",False,gini,NoneType,0.35000000000000003,1,7,128,41,0.9429667519181585
23554,"['DualImputer', 'PCA']",False,gini,11,0.3,4,20,64,41,0.9371057118499573
23555,"['DualImputer', 'PCA']",False,entropy,8,0.1,2,17,512,41,0.9356777493606139
23556,PCA,True,gini,8,0.15000000000000002,12,17,8,22,0.7234999999999999
23557,PCA,False,entropy,11,0.45,20,4,64,22,0.7494999999999999
23558,PCA,True,gini,9,0.35000000000000003,7,19,512,22,0.772
23559,NoneType,False,gini,NoneType,0.25,6,12,32,22,0.7665000000000001
23560,NoneType,False,gini,8,0.15000000000000002,3,15,64,22,0.769
23561,PCA,True,gini,9,0.05,16,19,256,22,0.78
23562,PCA,True,entropy,8,0.4,12,20,8,22,0.7285
23563,NoneType,True,gini,NoneType,0.45,3,5,512,22,0.769
23564,DualImputer,True,gini,11,0.3,1,11,512,41,0.9429880647911337
23565,NoneType,True,gini,NoneType,0.45,20,4,16,22,0.7275
23566,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.2,14,19,32,41,0.881457800511509
23567,NoneType,False,gini,9,0.15000000000000002,13,19,32,22,0.7565000000000001
23568,NoneType,True,entropy,10,0.45,12,20,512,22,0.75
23569,PCA,False,gini,11,0.1,7,8,128,22,0.7969999999999999
23570,NoneType,True,gini,10,0.45,5,4,128,22,0.7625
23571,PCA,False,entropy,9,0.45,1,13,128,22,0.7715
23572,PCA,True,gini,NoneType,0.3,10,17,64,22,0.7685000000000001
23573,PCA,False,gini,NoneType,0.4,4,8,16,22,0.7665
23574,NoneType,False,entropy,11,0.25,8,3,512,22,0.7615000000000001
23575,PCA,False,gini,11,0.1,12,7,16,22,0.7580000000000001
23576,PCA,True,gini,9,0.1,19,2,512,22,0.7845
23577,NoneType,False,gini,NoneType,0.05,20,16,128,22,0.7394999999999999
23578,PCA,True,entropy,12,0.3,4,16,128,22,0.7845
23579,NoneType,False,gini,NoneType,0.1,4,3,64,22,0.7695000000000001
23580,PCA,False,gini,12,0.15000000000000002,2,6,32,22,0.7929999999999999
23581,NoneType,False,entropy,8,0.15000000000000002,16,3,8,22,0.7355
23582,PCA,False,gini,9,0.2,8,14,512,22,0.7909999999999999
23583,NoneType,False,entropy,10,0.1,3,8,512,22,0.7765000000000002
23584,PCA,True,gini,11,0.05,6,4,8,22,0.6715
23585,PCA,True,gini,9,0.2,2,6,256,22,0.7945
23586,NoneType,False,entropy,8,0.15000000000000002,1,15,64,22,0.7725
23587,NoneType,False,gini,12,0.25,2,12,8,22,0.7550000000000001
23588,PCA,False,gini,8,0.3,6,18,16,22,0.774
23589,NoneType,False,gini,NoneType,0.2,11,8,64,22,0.751
23590,PCA,False,entropy,10,0.3,10,11,128,22,0.77
23591,PCA,False,entropy,8,0.2,6,8,16,22,0.7705000000000001
23592,PCA,False,entropy,8,0.15000000000000002,18,3,512,22,0.7825
23593,NoneType,False,gini,10,0.1,2,12,8,22,0.7425
23594,NoneType,False,entropy,12,0.45,12,6,8,22,0.7335
23595,PCA,True,gini,12,0.25,10,5,8,22,0.741
23596,NoneType,True,gini,8,0.35000000000000003,9,7,512,22,0.7580000000000001
23597,NoneType,True,gini,8,0.15000000000000002,15,8,512,22,0.748
23598,PCA,True,gini,11,0.45,5,17,256,22,0.7725
23599,NoneType,True,gini,10,0.2,19,16,16,22,0.7425
23600,PCA,True,gini,9,0.2,5,3,8,22,0.758
23601,NoneType,False,gini,10,0.05,17,5,128,22,0.744
23602,NoneType,False,gini,11,0.05,3,20,512,22,0.7660000000000001
23603,NoneType,False,entropy,10,0.45,19,8,128,22,0.7404999999999999
23604,PCA,True,entropy,11,0.4,12,5,512,22,0.756
23605,NoneType,True,gini,12,0.15000000000000002,12,18,512,22,0.7494999999999999
23606,NoneType,False,gini,10,0.05,8,19,16,22,0.74
23607,PCA,True,gini,9,0.1,4,20,256,22,0.7939999999999999
23608,PCA,False,entropy,8,0.35000000000000003,6,8,16,22,0.7670000000000001
23609,PCA,False,entropy,10,0.1,19,5,8,22,0.7284999999999999
23610,PCA,True,gini,9,0.2,10,11,512,22,0.7845
23611,NoneType,True,entropy,NoneType,0.05,9,4,512,22,0.7489999999999999
23612,PCA,False,gini,12,0.4,2,16,32,22,0.7715000000000001
23613,NoneType,False,entropy,9,0.05,2,10,512,22,0.7670000000000001
23614,NoneType,False,entropy,8,0.15000000000000002,2,12,256,22,0.771
23615,PCA,True,gini,9,0.45,1,10,256,22,0.78
23616,PCA,False,gini,11,0.25,4,18,256,22,0.7935
23617,PCA,False,entropy,12,0.3,12,13,32,22,0.764
23618,NoneType,True,gini,8,0.1,8,9,256,22,0.75
23619,PCA,True,entropy,10,0.25,2,10,512,22,0.7875
23620,NoneType,True,entropy,12,0.15000000000000002,6,2,16,22,0.7445
23621,PCA,True,entropy,12,0.05,6,7,64,22,0.785
23622,NoneType,True,entropy,8,0.05,5,14,32,22,0.7525
23623,PCA,True,entropy,9,0.05,9,18,8,22,0.6569999999999999
23624,PCA,True,entropy,8,0.35000000000000003,1,7,128,22,0.783
23625,NoneType,False,gini,NoneType,0.45,20,3,32,22,0.7304999999999999
23626,PCA,False,gini,10,0.15000000000000002,1,10,256,22,0.8045
23627,NoneType,True,entropy,12,0.3,6,9,8,22,0.739
23628,NoneType,True,entropy,11,0.35000000000000003,9,6,32,22,0.755
23629,PCA,True,gini,8,0.3,16,14,64,22,0.7565
23630,PCA,False,entropy,10,0.05,4,5,32,22,0.7685000000000001
23631,PCA,False,entropy,NoneType,0.45,2,10,16,22,0.7635
23632,PCA,False,entropy,11,0.05,7,8,512,22,0.8019999999999999
23633,PCA,False,gini,10,0.25,1,19,256,22,0.7955
23634,PCA,True,entropy,11,0.1,4,18,512,22,0.7975000000000001
23635,PCA,False,entropy,NoneType,0.05,6,2,16,22,0.7525000000000001
23636,NoneType,False,entropy,11,0.15000000000000002,9,10,128,22,0.76
23637,PCA,True,gini,NoneType,0.05,3,9,128,22,0.795
23638,PCA,False,entropy,11,0.05,1,3,512,22,0.8065
23639,PCA,True,entropy,12,0.35000000000000003,19,15,512,22,0.7444999999999999
23640,PCA,True,entropy,NoneType,0.45,1,16,8,22,0.7365
23641,NoneType,False,entropy,8,0.25,10,9,16,22,0.7539999999999999
23642,NoneType,False,entropy,10,0.45,15,5,256,22,0.7424999999999999
23643,PCA,False,entropy,12,0.4,17,19,32,22,0.74
23644,PCA,False,gini,8,0.05,15,10,512,22,0.7885
23645,PCA,False,gini,NoneType,0.05,4,13,256,22,0.8045
23646,PCA,True,gini,NoneType,0.05,10,6,512,22,0.8
23647,NoneType,True,gini,NoneType,0.15000000000000002,5,17,64,22,0.7545000000000001
23648,NoneType,True,gini,NoneType,0.05,20,17,128,22,0.7380000000000001
23649,PCA,False,entropy,NoneType,0.45,10,4,128,22,0.7590000000000001
23650,PCA,False,gini,10,0.15000000000000002,7,5,128,22,0.7925
23651,PCA,True,gini,11,0.25,13,11,256,22,0.7740000000000001
23652,NoneType,True,entropy,11,0.05,1,20,32,22,0.7455
23653,PCA,True,gini,10,0.25,8,18,16,22,0.7645
23654,NoneType,False,entropy,10,0.15000000000000002,10,19,128,22,0.7539999999999999
23655,NoneType,False,entropy,8,0.35000000000000003,1,4,32,22,0.769
23656,NoneType,False,entropy,12,0.05,18,5,32,22,0.739
23657,NoneType,False,gini,9,0.45,10,9,64,22,0.7575000000000001
23658,NoneType,False,entropy,10,0.25,12,2,512,22,0.757
23659,NoneType,False,gini,12,0.1,19,5,256,22,0.746
23660,NoneType,True,entropy,12,0.3,20,19,512,22,0.737
23661,NoneType,False,gini,10,0.15000000000000002,18,18,16,22,0.749
23662,PCA,True,gini,12,0.1,1,9,32,22,0.787
23663,PCA,True,gini,12,0.3,14,19,128,22,0.7569999999999999
23664,NoneType,True,entropy,8,0.45,15,17,16,22,0.738
23665,PCA,False,entropy,9,0.45,13,7,8,22,0.7344999999999999
23666,NoneType,False,gini,11,0.45,18,16,32,22,0.743
23667,PCA,False,gini,12,0.4,19,13,64,22,0.753
23668,NoneType,False,gini,8,0.05,5,9,256,22,0.7645
23669,PCA,True,entropy,11,0.05,19,3,64,22,0.7715
23670,PCA,True,entropy,8,0.2,18,19,64,22,0.7625
23671,NoneType,True,gini,11,0.3,16,16,512,22,0.743
23672,NoneType,False,entropy,9,0.25,14,15,16,22,0.744
23673,PCA,False,gini,NoneType,0.1,16,19,256,22,0.788
23674,PCA,True,entropy,10,0.05,20,17,512,22,0.7884999999999999
23675,PCA,True,gini,10,0.45,20,18,16,22,0.7345
23676,NoneType,False,gini,NoneType,0.35000000000000003,20,8,256,22,0.7394999999999999
23677,PCA,True,entropy,NoneType,0.3,3,2,64,22,0.7755
23678,NoneType,False,entropy,NoneType,0.05,4,19,128,22,0.76
23679,NoneType,False,entropy,9,0.4,5,8,32,22,0.7615
23680,PCA,True,entropy,12,0.45,4,12,8,22,0.7300000000000001
23681,NoneType,False,entropy,12,0.1,8,14,512,22,0.7615
23682,NoneType,True,entropy,10,0.3,4,16,32,22,0.7615000000000001
23683,NoneType,False,entropy,9,0.3,10,5,512,22,0.763
23684,PCA,False,entropy,9,0.25,3,19,32,22,0.778
23685,PCA,False,entropy,10,0.15000000000000002,14,15,256,22,0.7825
23686,PCA,False,gini,8,0.45,18,4,512,22,0.7575000000000001
23687,PCA,True,entropy,10,0.2,5,9,256,22,0.7829999999999999
23688,NoneType,False,gini,12,0.05,4,2,512,22,0.7649999999999999
23689,PCA,True,entropy,11,0.4,18,14,8,22,0.716
23690,NoneType,True,entropy,11,0.45,19,11,16,22,0.724
23691,PCA,False,entropy,11,0.1,12,6,64,22,0.778
23692,PCA,True,entropy,8,0.05,6,3,32,22,0.7585
23693,PCA,True,gini,11,0.05,13,4,512,22,0.792
23694,NoneType,True,entropy,8,0.1,7,8,32,22,0.7510000000000001
23695,NoneType,False,gini,11,0.15000000000000002,1,18,64,22,0.7735000000000001
23696,NoneType,False,entropy,NoneType,0.25,4,17,16,22,0.7565
23697,NoneType,True,entropy,8,0.05,6,18,256,22,0.759
23698,NoneType,False,gini,12,0.25,3,9,8,22,0.743
23699,PCA,False,entropy,10,0.15000000000000002,4,16,64,22,0.7879999999999999
23700,NoneType,False,entropy,10,0.05,12,17,512,22,0.754
23701,PCA,False,entropy,8,0.1,4,14,256,22,0.7975000000000001
23702,PCA,False,gini,NoneType,0.05,14,19,512,22,0.7905
23703,PCA,False,entropy,12,0.2,5,14,64,22,0.784
23704,PCA,False,entropy,12,0.2,16,17,16,22,0.7535000000000001
23705,PCA,True,gini,NoneType,0.45,16,6,8,22,0.7105
23706,PCA,False,gini,NoneType,0.25,1,12,256,22,0.8020000000000002
23707,PCA,True,gini,12,0.3,1,13,512,22,0.7895
23708,NoneType,False,entropy,NoneType,0.45,19,6,8,22,0.7314999999999999
23709,NoneType,False,entropy,8,0.45,4,20,64,22,0.7655000000000001
23710,PCA,False,gini,8,0.05,20,5,256,22,0.7874999999999999
23711,PCA,True,gini,12,0.05,14,6,512,22,0.789
23712,PCA,True,entropy,10,0.4,2,14,256,22,0.777
23713,PCA,False,entropy,12,0.1,1,19,256,22,0.797
23714,PCA,False,gini,8,0.2,1,17,512,22,0.799
23715,NoneType,True,gini,11,0.15000000000000002,13,14,128,22,0.7425
23716,NoneType,False,entropy,NoneType,0.4,12,13,8,22,0.7205
23717,PCA,False,gini,11,0.2,14,11,128,22,0.7815000000000001
23718,PCA,True,entropy,10,0.2,17,5,64,22,0.7625000000000001
23719,"['DualImputer', 'PCA']",False,gini,12,0.1,5,17,64,41,0.9356564364876385
23720,"['DualImputer', 'PCA']",True,gini,12,0.05,15,11,512,41,0.8449701619778347
23721,"['DualImputer', 'PCA']",False,gini,9,0.05,20,4,256,41,0.8625532821824382
23722,PCA,True,entropy,8,0.05,20,17,64,22,0.7675
23723,"['DualImputer', 'OneHotEncoder']",False,entropy,NoneType,0.05,17,10,256,41,0.8654092071611255
23724,"['DualImputer', 'OneHotEncoder']",True,entropy,10,0.45,9,15,256,41,0.9049658994032395
23725,PCA,False,entropy,NoneType,0.05,17,10,256,32,0.9803492431135743
23726,PCA,True,entropy,10,0.45,9,15,256,32,0.9805311440152206
23727,NoneType,True,gini,8,0.35000000000000003,2,17,16,32,0.9728003143353463
23728,PCA,False,gini,8,0.25,4,18,64,32,0.972526015385888
23729,NoneType,True,entropy,9,0.25,14,4,8,32,0.9701613863843163
23730,PCA,False,gini,8,0.25,17,19,8,32,0.9470534370088511
23731,NoneType,False,entropy,NoneType,0.3,17,10,256,22,0.746
23732,PCA,True,gini,9,0.05,10,18,256,32,0.9697970055422284
23733,PCA,True,gini,9,0.35000000000000003,10,20,32,32,0.9718887418314169
23734,PCA,False,gini,NoneType,0.2,6,16,32,32,0.9858083381586568
23735,PCA,True,gini,NoneType,0.15000000000000002,16,14,512,32,0.9788946976590289
23736,NoneType,False,gini,12,0.35000000000000003,14,2,256,32,0.9837162709901565
23737,NoneType,True,gini,8,0.4,17,7,512,32,0.973073455207213
23738,PCA,True,entropy,NoneType,0.3,3,12,32,32,0.9867177599470593
23739,PCA,False,entropy,8,0.2,17,11,256,32,0.9730716353709983
23740,PCA,False,gini,NoneType,0.05,9,7,128,32,0.9846255273389032
23741,NoneType,False,gini,NoneType,0.1,2,12,8,32,0.9785305649764249
23742,NoneType,False,gini,9,0.35000000000000003,13,12,8,32,0.9724360989329142
