,boosting_type,learning_rate,max_depth,n_estimators,num_leaves,fit_time,target
1701,dart,0.2,9,100,4,0.010898494720458984,-0.019724006926036514
1729,dart,0.2,10,100,4,0.011685037612915039,-0.019724006926036514
1757,dart,0.2,-1,100,4,0.013455581665039063,-0.019724006926036514
1673,dart,0.2,8,100,4,0.014001917839050294,-0.019724006926036514
1589,dart,0.2,5,100,4,0.01447591781616211,-0.019724006926036514
1617,dart,0.2,6,100,4,0.011135172843933106,-0.019724006926036514
1533,dart,0.2,3,100,4,0.011638832092285157,-0.019724006926036514
1561,dart,0.2,4,100,4,0.01236722469329834,-0.019724006926036514
1897,dart,0.3,7,100,4,0.014791321754455567,-0.019700473839452618
1953,dart,0.3,9,100,4,0.011503982543945312,-0.019700473839452618
1981,dart,0.3,10,100,4,0.011887574195861816,-0.019700473839452618
1925,dart,0.3,8,100,4,0.016115450859069826,-0.019700473839452618
1813,dart,0.3,4,100,4,0.013663005828857423,-0.019700473839452618
1785,dart,0.3,3,100,4,0.013111090660095215,-0.019700473839452618
2009,dart,0.3,-1,100,4,0.012837362289428712,-0.019700473839452618
1869,dart,0.3,6,100,4,0.015518260002136231,-0.019700473839452618
1841,dart,0.3,5,100,4,0.013720560073852538,-0.019700473839452618
1331,dart,0.1,5,50,8,0.009103846549987794,-0.01967762887358026
1271,dart,0.1,3,25,64,0.0044933795928955075,-0.01967571071086922
1270,dart,0.1,3,25,32,0.003987526893615723,-0.01967571071086922
1272,dart,0.1,3,25,128,0.00909874439239502,-0.01967571071086922
1268,dart,0.1,3,25,8,0.004275465011596679,-0.01967571071086922
1269,dart,0.1,3,25,16,0.00753324031829834,-0.01967571071086922
1273,dart,0.1,3,25,256,0.004482555389404297,-0.01967571071086922
588,gbdt,0.3,6,10,4,0.0021589040756225587,-0.019626708885305443
560,gbdt,0.3,5,10,4,0.002983975410461426,-0.019626708885305443
700,gbdt,0.3,10,10,4,0.0020305871963500976,-0.019626708885305443
728,gbdt,0.3,-1,10,4,0.0018977880477905273,-0.019626708885305443
616,gbdt,0.3,7,10,4,0.003242015838623047,-0.019626708885305443
504,gbdt,0.3,3,10,4,0.0019448280334472656,-0.019626708885305443
672,gbdt,0.3,9,10,4,0.0019255638122558593,-0.019626708885305443
644,gbdt,0.3,8,10,4,0.0024229764938354494,-0.019626708885305443
532,gbdt,0.3,4,10,4,0.0019673585891723635,-0.019626708885305443
1525,dart,0.2,3,25,256,0.00589900016784668,-0.01961330064821768
1520,dart,0.2,3,25,8,0.003824758529663086,-0.01961330064821768
1524,dart,0.2,3,25,128,0.0070773839950561525,-0.01961330064821768
1523,dart,0.2,3,25,64,0.003842926025390625,-0.01961330064821768
1522,dart,0.2,3,25,32,0.0048564434051513675,-0.01961330064821768
1521,dart,0.2,3,25,16,0.007966995239257812,-0.01961330064821768
1631,dart,0.2,7,25,4,0.0030282258987426756,-0.019599483564169986
1603,dart,0.2,6,25,4,0.0051096916198730465,-0.019599483564169986
1547,dart,0.2,4,25,4,0.003814220428466797,-0.019599483564169986
1575,dart,0.2,5,25,4,0.002952837944030762,-0.019599483564169986
1687,dart,0.2,9,25,4,0.00303955078125,-0.019599483564169986
1519,dart,0.2,3,25,4,0.004686713218688965,-0.019599483564169986
1743,dart,0.2,-1,25,4,0.005736732482910156,-0.019599483564169986
1715,dart,0.2,10,25,4,0.003639411926269531,-0.019599483564169986
1659,dart,0.2,8,25,4,0.003258967399597168,-0.019599483564169986
609,gbdt,0.3,6,100,4,0.009558582305908203,-0.019430735085846126
693,gbdt,0.3,9,100,4,0.011174726486206054,-0.019430735085846126
581,gbdt,0.3,5,100,4,0.012863755226135254,-0.019430735085846126
721,gbdt,0.3,10,100,4,0.012626028060913086,-0.019430735085846126
665,gbdt,0.3,8,100,4,0.00807344913482666,-0.019430735085846126
637,gbdt,0.3,7,100,4,0.007922840118408204,-0.019430735085846126
749,gbdt,0.3,-1,100,4,0.007963323593139648,-0.019430735085846126
525,gbdt,0.3,3,100,4,0.012652158737182617,-0.019430735085846126
553,gbdt,0.3,4,100,4,0.009893655776977539,-0.019430735085846126
0,gbdt,0.1,3,10,4,0.0026256561279296873,-0.01939405980354665
224,gbdt,0.1,-1,10,4,0.0033493280410766602,-0.01939405980354665
196,gbdt,0.1,10,10,4,0.001916980743408203,-0.01939405980354665
28,gbdt,0.1,4,10,4,0.0018958568572998047,-0.01939405980354665
56,gbdt,0.1,5,10,4,0.001865553855895996,-0.01939405980354665
168,gbdt,0.1,9,10,4,0.002152419090270996,-0.01939405980354665
84,gbdt,0.1,6,10,4,0.001865720748901367,-0.01939405980354665
140,gbdt,0.1,8,10,4,0.001848888397216797,-0.01939405980354665
112,gbdt,0.1,7,10,4,0.002512073516845703,-0.01939405980354665
315,gbdt,0.2,5,25,4,0.0031912803649902345,-0.01933519308900019
343,gbdt,0.2,6,25,4,0.0029933691024780274,-0.01933519308900019
427,gbdt,0.2,9,25,4,0.006349325180053711,-0.01933519308900019
371,gbdt,0.2,7,25,4,0.0055258750915527345,-0.01933519308900019
259,gbdt,0.2,3,25,4,0.0031604528427124023,-0.01933519308900019
483,gbdt,0.2,-1,25,4,0.003021836280822754,-0.01933519308900019
399,gbdt,0.2,8,25,4,0.003483271598815918,-0.01933519308900019
455,gbdt,0.2,10,25,4,0.002942347526550293,-0.01933519308900019
287,gbdt,0.2,4,25,4,0.0067319154739379885,-0.01933519308900019
1764,dart,0.3,3,10,4,0.0018877506256103516,-0.019331754971243002
1988,dart,0.3,-1,10,4,0.00191190242767334,-0.019331754971243002
1960,dart,0.3,10,10,4,0.001994681358337402,-0.019331754971243002
1792,dart,0.3,4,10,4,0.001932835578918457,-0.019331754971243002
1848,dart,0.3,6,10,4,0.003531932830810547,-0.019331754971243002
1904,dart,0.3,8,10,4,0.0021309137344360353,-0.019331754971243002
1932,dart,0.3,9,10,4,0.002485990524291992,-0.019331754971243002
1820,dart,0.3,5,10,4,0.002973461151123047,-0.019331754971243002
1876,dart,0.3,7,10,4,0.0037366390228271485,-0.019331754971243002
13,gbdt,0.1,3,25,256,0.0040433406829833984,-0.019323743517461144
12,gbdt,0.1,3,25,128,0.005890297889709473,-0.019323743517461144
11,gbdt,0.1,3,25,64,0.006262922286987304,-0.019323743517461144
8,gbdt,0.1,3,25,8,0.004844880104064942,-0.019323743517461144
9,gbdt,0.1,3,25,16,0.005099940299987793,-0.019323743517461144
10,gbdt,0.1,3,25,32,0.004427194595336914,-0.019323743517461144
1400,dart,0.1,8,10,4,0.0028300762176513674,-0.01926872751950604
1260,dart,0.1,3,10,4,0.002686429023742676,-0.01926872751950604
1428,dart,0.1,9,10,4,0.001987934112548828,-0.01926872751950604
1288,dart,0.1,4,10,4,0.0030807018280029296,-0.01926872751950604
1456,dart,0.1,10,10,4,0.0020281076431274414,-0.01926872751950604
1344,dart,0.1,6,10,4,0.001986098289489746,-0.01926872751950604
1484,dart,0.1,-1,10,4,0.003170347213745117,-0.01926872751950604
1316,dart,0.1,5,10,4,0.0037226200103759764,-0.01926872751950604
1372,dart,0.1,7,10,4,0.001974153518676758,-0.01926872751950604
1190,gbdt,0.5,9,50,4,0.005409669876098633,-0.019074902233977488
1162,gbdt,0.5,8,50,4,0.004608416557312011,-0.019074902233977488
1134,gbdt,0.5,7,50,4,0.00828690528869629,-0.019074902233977488
1106,gbdt,0.5,6,50,4,0.008080434799194337,-0.019074902233977488
1078,gbdt,0.5,5,50,4,0.0076613187789916996,-0.019074902233977488
1246,gbdt,0.5,-1,50,4,0.005704474449157715,-0.019074902233977488
1218,gbdt,0.5,10,50,4,0.005573010444641114,-0.019074902233977488
1022,gbdt,0.5,3,50,4,0.005544829368591309,-0.019074902233977488
1050,gbdt,0.5,4,50,4,0.008171343803405761,-0.019074902233977488
6,gbdt,0.1,3,10,256,0.0034448385238647463,-0.019044959619104147
3,gbdt,0.1,3,10,32,0.0028859853744506838,-0.019044959619104147
4,gbdt,0.1,3,10,64,0.004611563682556152,-0.019044959619104147
5,gbdt,0.1,3,10,128,0.0028779029846191405,-0.019044959619104147
2,gbdt,0.1,3,10,16,0.00261533260345459,-0.019044959619104147
1,gbdt,0.1,3,10,8,0.005157589912414551,-0.019044959619104147
531,gbdt,0.3,3,100,256,0.016111922264099122,-0.01900263950613154
527,gbdt,0.3,3,100,16,0.012298321723937989,-0.01900263950613154
528,gbdt,0.3,3,100,32,0.014022183418273926,-0.01900263950613154
529,gbdt,0.3,3,100,64,0.016626358032226562,-0.01900263950613154
530,gbdt,0.3,3,100,128,0.01658675670623779,-0.01900263950613154
526,gbdt,0.3,3,100,8,0.016756224632263183,-0.01900263950613154
506,gbdt,0.3,3,10,16,0.002282571792602539,-0.019000111658816744
505,gbdt,0.3,3,10,8,0.002184438705444336,-0.019000111658816744
508,gbdt,0.3,3,10,64,0.002258014678955078,-0.019000111658816744
507,gbdt,0.3,3,10,32,0.002151179313659668,-0.019000111658816744
509,gbdt,0.3,3,10,128,0.003007984161376953,-0.019000111658816744
510,gbdt,0.3,3,10,256,0.005840873718261719,-0.019000111658816744
1266,dart,0.1,3,10,256,0.005239152908325195,-0.01899913564070948
1265,dart,0.1,3,10,128,0.004738020896911621,-0.01899913564070948
