,boosting_type,learning_rate,max_depth,n_estimators,num_leaves,fit_time,target
684,gbdt,0.3,9,25,128,0.034169125556945804,-0.169641889941465
691,gbdt,0.3,9,50,128,0.09065697193145753,-0.1696409731842717
698,gbdt,0.3,9,100,128,0.13111567497253418,-0.16964097244520399
2196,dart,0.4,9,25,128,0.16647961139678955,-0.16954176544840768
2203,dart,0.4,9,50,128,0.1768418073654175,-0.16940635700703244
726,gbdt,0.3,10,100,128,0.1396937847137451,-0.1691648132607591
719,gbdt,0.3,10,50,128,0.07235112190246581,-0.16916481316121643
712,gbdt,0.3,10,25,128,0.036678624153137204,-0.16916441785033368
1541,dart,0.2,4,10,8,0.0033144712448120116,-0.16900407611884988
1672,dart,0.2,8,50,256,0.12736189365386963,-0.16898420476508125
677,gbdt,0.3,9,10,128,0.01733973026275635,-0.1687566341004407
1986,dart,0.3,10,100,128,0.5338796377182007,-0.16872402701873804
1628,dart,0.2,7,10,64,0.009720873832702637,-0.16855473203162388
446,gbdt,0.2,9,100,128,0.1301210880279541,-0.16832231622051533
439,gbdt,0.2,9,50,128,0.06558160781860352,-0.16832195794171081
1972,dart,0.3,10,25,128,0.09926028251647949,-0.1681557786946159
180,gbdt,0.1,9,25,128,0.05315062999725342,-0.16813733127231992
194,gbdt,0.1,9,100,128,0.19208993911743164,-0.16806353996613652
432,gbdt,0.2,9,25,128,0.03423995971679687,-0.16803582467769046
705,gbdt,0.3,10,10,128,0.017678141593933105,-0.167926380410701
1692,dart,0.2,9,25,128,0.054891014099121095,-0.1678235547266305
187,gbdt,0.1,9,50,128,0.11056199073791503,-0.16778146683700218
2189,dart,0.4,9,10,128,0.0872309684753418,-0.16758039818542317
971,gbdt,0.4,10,50,128,0.29929728507995607,-0.1674047306530475
978,gbdt,0.4,10,100,128,0.27575767040252686,-0.16740473065081835
964,gbdt,0.4,10,25,128,0.13765642642974854,-0.16740468407674422
2210,dart,0.4,9,100,128,0.4327802896499634,-0.1671310300826148
957,gbdt,0.4,10,10,128,0.07574775218963622,-0.16712966830603393
1944,dart,0.3,9,25,128,0.06078281402587891,-0.16711991464590017
1937,dart,0.3,9,10,128,0.027324819564819337,-0.16710652510661184
1958,dart,0.3,9,100,128,0.21181786060333252,-0.16697916644951083
1965,dart,0.3,10,10,128,0.02993619441986084,-0.166973029894188
1413,dart,0.1,8,25,256,0.07999887466430664,-0.1662092038704637
1740,dart,0.2,-1,10,64,0.018918919563293456,-0.16611973437819832
1671,dart,0.2,8,50,128,0.08007166385650635,-0.16555894684035796
2435,dart,0.5,8,100,256,0.753835391998291,-0.1655422117621169
1161,gbdt,0.5,8,25,256,0.06023380756378174,-0.16546331289093757
1175,gbdt,0.5,8,100,256,0.20423712730407714,-0.165463289356915
1168,gbdt,0.5,8,50,256,0.23748493194580078,-0.16546328935673707
1154,gbdt,0.5,8,10,256,0.046753525733947754,-0.1654226982407067
2428,dart,0.5,8,50,256,0.295007061958313,-0.16539433735169937
2421,dart,0.5,8,25,256,0.12621116638183594,-0.1652898418235446
2448,dart,0.5,9,25,128,0.1924070119857788,-0.16519240786915404
2455,dart,0.5,9,50,128,0.23697712421417236,-0.1651799204251201
1188,gbdt,0.5,9,25,128,0.09140894412994385,-0.1649411454644545
1195,gbdt,0.5,9,50,128,0.12714529037475586,-0.16494114098464518
1202,gbdt,0.5,9,100,128,0.2015674352645874,-0.16494114098462648
1181,gbdt,0.5,9,10,128,0.033708810806274414,-0.16492581256214686
2231,dart,0.4,10,50,128,0.22357549667358398,-0.16450156261588797
2462,dart,0.5,9,100,128,0.7387220621109009,-0.16445465334331427
1712,dart,0.2,10,10,64,0.013874101638793945,-0.16428906770830823
2441,dart,0.5,9,10,128,0.0760390281677246,-0.1641812460578908
2414,dart,0.5,8,10,256,0.08526420593261719,-0.1641515530470478
2224,dart,0.4,10,25,128,0.10027329921722412,-0.16372771560734012
397,gbdt,0.2,8,10,128,0.013187217712402343,-0.16343956377383573
1412,dart,0.1,8,25,128,0.04929306507110596,-0.1633728932266983
2490,dart,0.5,10,100,128,0.9631174802780151,-0.16329594063119954
2238,dart,0.4,10,100,128,0.414837384223938,-0.16323289356417084
1216,gbdt,0.5,10,25,128,0.08226089477539063,-0.1632084548006972
1223,gbdt,0.5,10,50,128,0.22316513061523438,-0.1632084521591806
1230,gbdt,0.5,10,100,128,0.31553218364715574,-0.16320845215918003
1684,dart,0.2,9,10,64,0.0121659517288208,-0.1631437487939232
1209,gbdt,0.5,10,10,128,0.03728127479553223,-0.16313424934780893
1160,gbdt,0.5,8,25,128,0.09654760360717773,-0.16310972978829832
1174,gbdt,0.5,8,100,128,0.1774296522140503,-0.16310967211900154
1167,gbdt,0.5,8,50,128,0.19566590785980226,-0.1631096721178061
2476,dart,0.5,10,25,128,0.14022307395935057,-0.1630970344208334
1153,gbdt,0.5,8,10,128,0.08590238094329834,-0.1630883250072613
1924,dart,0.3,8,50,256,0.10967891216278076,-0.16290150904094117
2427,dart,0.5,8,50,128,0.23259005546569825,-0.16272431131665
2420,dart,0.5,8,25,128,0.17732326984405516,-0.1626424735480264
2469,dart,0.5,10,10,128,0.04863231182098389,-0.16249113281372804
2434,dart,0.5,8,100,128,0.8770556688308716,-0.1624694242717331
2483,dart,0.5,10,50,128,0.3609032154083252,-0.16234505954671855
2217,dart,0.4,10,10,128,0.03677465915679932,-0.1621614598943087
1370,dart,0.1,6,100,128,0.10690279006958008,-0.1620450002290135
1371,dart,0.1,6,100,256,0.4810309410095215,-0.1620450002290135
1369,dart,0.1,6,100,64,0.06999258995056153,-0.1620450002290135
153,gbdt,0.1,8,25,256,0.03579394817352295,-0.16175922717316668
1679,dart,0.2,8,100,256,0.1830904483795166,-0.16170476386136107
398,gbdt,0.2,8,10,256,0.015867042541503906,-0.16168822897571533
167,gbdt,0.1,8,100,256,0.21164247989654542,-0.16160556173097723
2413,dart,0.5,8,10,128,0.07601046562194824,-0.16155146784629534
160,gbdt,0.1,8,50,256,0.07084522247314454,-0.1613233818910296
1364,dart,0.1,6,50,256,0.03840482234954834,-0.16119901598874997
1363,dart,0.1,6,50,128,0.03132832050323486,-0.16119901598874997
1362,dart,0.1,6,50,64,0.07004945278167725,-0.16119901598874997
1644,dart,0.2,7,50,256,0.05352463722229004,-0.16099115950415063
1643,dart,0.2,7,50,128,0.09000124931335449,-0.16099115950415063
1923,dart,0.3,8,50,128,0.10167932510375977,-0.1602327044535584
1281,dart,0.1,3,100,4,0.012826323509216309,-0.1601298190742303
1449,dart,0.1,9,100,4,0.013776016235351563,-0.1601298190742303
1309,dart,0.1,4,100,4,0.01363072395324707,-0.1601298190742303
1421,dart,0.1,8,100,4,0.013802814483642577,-0.1601298190742303
1505,dart,0.1,-1,100,4,0.013461613655090332,-0.1601298190742303
1477,dart,0.1,10,100,4,0.014200687408447266,-0.1601298190742303
1365,dart,0.1,6,100,4,0.014560842514038086,-0.1601298190742303
1337,dart,0.1,5,100,4,0.0125504732131958,-0.1601298190742303
1393,dart,0.1,7,100,4,0.013367748260498047,-0.1601298190742303
1678,dart,0.2,8,100,128,0.16414477825164794,-0.1597704470472742
1931,dart,0.3,8,100,256,0.21621417999267578,-0.15948798674789513
1656,dart,0.2,8,10,64,0.03828301429748535,-0.15893236842749653
1910,dart,0.3,8,10,256,0.0254718542098999,-0.15789172533809492
1930,dart,0.3,8,100,128,0.18315086364746094,-0.15762999579618903
1917,dart,0.3,8,25,256,0.06242625713348389,-0.15758102750784406
664,gbdt,0.3,8,50,256,0.06385691165924072,-0.1564441120163637
671,gbdt,0.3,8,100,256,0.11219770908355713,-0.15644410966266917
657,gbdt,0.3,8,25,256,0.036504292488098146,-0.15643943902077326
2176,dart,0.4,8,50,256,0.3756340265274048,-0.15641527632602914
1909,dart,0.3,8,10,128,0.027107763290405273,-0.15637428470842366
656,gbdt,0.3,8,25,128,0.03189382553100586,-0.15614768086043115
663,gbdt,0.3,8,50,128,0.05664055347442627,-0.15614662348791
670,gbdt,0.3,8,100,128,0.0988516092300415,-0.15614661746332842
2183,dart,0.4,8,100,256,0.4889380931854248,-0.15605601631042648
650,gbdt,0.3,8,10,256,0.015761733055114746,-0.15582830338951462
1600,dart,0.2,6,10,64,0.016237711906433104,-0.15572262160273095
1601,dart,0.2,6,10,128,0.02015838623046875,-0.15572262160273095
1602,dart,0.2,6,10,256,0.016579103469848634,-0.15572262160273095
369,gbdt,0.2,7,10,128,0.011405181884765626,-0.1556719178516711
370,gbdt,0.2,7,10,256,0.011043357849121093,-0.1556719178516711
1820,dart,0.3,5,10,4,0.004819989204406738,-0.1556404094420118
1960,dart,0.3,10,10,4,0.008156609535217286,-0.1556404094420118
1904,dart,0.3,8,10,4,0.002820467948913574,-0.1556404094420118
1988,dart,0.3,-1,10,4,0.004997158050537109,-0.1556404094420118
1848,dart,0.3,6,10,4,0.004374980926513672,-0.1556404094420118
1764,dart,0.3,3,10,4,0.003758072853088379,-0.1556404094420118
1876,dart,0.3,7,10,4,0.003108668327331543,-0.1556404094420118
1932,dart,0.3,9,10,4,0.0034905672073364258,-0.1556404094420118
1792,dart,0.3,4,10,4,0.00548243522644043,-0.1556404094420118
1495,dart,0.1,-1,25,64,0.024714946746826172,-0.15557504957824525
649,gbdt,0.3,8,10,128,0.013408565521240234,-0.15520264104853218
2169,dart,0.4,8,25,256,0.1690754175186157,-0.15517510354439623
1916,dart,0.3,8,25,128,0.05333864688873291,-0.15502251449506643
1599,dart,0.2,6,10,32,0.010500621795654298,-0.1548378209072107
419,gbdt,0.2,8,100,256,0.12739896774291992,-0.15482233764388784
412,gbdt,0.2,8,50,256,0.06853442192077637,-0.15482200626704218
1385,dart,0.1,7,25,256,0.029378366470336915,-0.15480381225448486
1384,dart,0.1,7,25,128,0.028708672523498534,-0.15480381225448486
1665,dart,0.2,8,25,256,0.044714856147766116,-0.15473128152773774
405,gbdt,0.2,8,25,256,0.036519527435302734,-0.15468730542956702
1754,dart,0.2,-1,50,64,0.07732868194580078,-0.154438937607113
411,gbdt,0.2,8,50,128,0.060840940475463866,-0.15442590406387843
418,gbdt,0.2,8,100,128,0.10690245628356934,-0.15442554460085045
404,gbdt,0.2,8,25,128,0.033171224594116214,-0.1542453901922561
1396,dart,0.1,7,100,32,0.12484269142150879,-0.15424138199668527
152,gbdt,0.1,8,25,128,0.03600616455078125,-0.15396969047242595
909,gbdt,0.4,8,25,256,0.08729672431945801,-0.1536374708383521
923,gbdt,0.4,8,100,256,0.3907738208770752,-0.15363740955287708
916,gbdt,0.4,8,50,256,0.14116339683532714,-0.15363740948522922
1683,dart,0.2,9,10,32,0.006960487365722657,-0.15357105779053415
1655,dart,0.2,8,10,32,0.007905673980712891,-0.15357105779053415
1739,dart,0.2,-1,10,32,0.010695505142211913,-0.15357105779053415
1711,dart,0.2,10,10,32,0.00850517749786377,-0.15357105779053415
2162,dart,0.4,8,10,256,0.04435043334960938,-0.1535452378728731
902,gbdt,0.4,8,10,256,0.04259648323059082,-0.15352393801071978
1467,dart,0.1,10,25,64,0.06981055736541748,-0.15352083276533598
1424,dart,0.1,8,100,32,0.06444361209869384,-0.153466096835476
1389,dart,0.1,7,50,32,0.0412498950958252,-0.15341012581656585
1642,dart,0.2,7,50,64,0.0521970272064209,-0.152999353113252
368,gbdt,0.2,7,10,64,0.007832193374633789,-0.15293295608300064
1573,dart,0.2,5,10,128,0.0055258750915527345,-0.1527393237324671
1574,dart,0.2,5,10,256,0.007244753837585449,-0.1527393237324671
1572,dart,0.2,5,10,64,0.007311582565307617,-0.1527393237324671
1571,dart,0.2,5,10,32,0.007140946388244629,-0.1527393237324671
1570,dart,0.2,5,10,16,0.0034835100173950194,-0.15265983772845457
1627,dart,0.2,7,10,32,0.007139420509338379,-0.15245330396989987
1417,dart,0.1,8,50,32,0.04683067798614502,-0.15236169061332716
1361,dart,0.1,6,50,32,0.05995166301727295,-0.1522326073079206
1598,dart,0.2,6,10,16,0.006269621849060059,-0.15218228427594604
1473,dart,0.1,10,50,32,0.028527307510375976,-0.1521103244592469
1501,dart,0.1,-1,50,32,0.02882094383239746,-0.1521103244592469
1445,dart,0.1,9,50,32,0.05359361171722412,-0.1521103244592469
1726,dart,0.2,10,50,64,0.08393752574920654,-0.15192877911105115
1368,dart,0.1,6,100,32,0.043624258041381835,-0.1519210189799221
1439,dart,0.1,9,25,64,0.029038882255554198,-0.15181392612160938
1452,dart,0.1,9,100,32,0.05531585216522217,-0.15169627524957605
1480,dart,0.1,10,100,32,0.06248440742492676,-0.15169627524957605
1508,dart,0.1,-1,100,32,0.06994457244873047,-0.15169627524957605
1682,dart,0.2,9,10,16,0.004858851432800293,-0.1516016620772305
1626,dart,0.2,7,10,16,0.0041618824005126955,-0.1516016620772305
1710,dart,0.2,10,10,16,0.0044444561004638675,-0.1516016620772305
1654,dart,0.2,8,10,16,0.007140636444091797,-0.1516016620772305
1738,dart,0.2,-1,10,16,0.00586247444152832,-0.1516016620772305
1664,dart,0.2,8,25,128,0.04154095649719238,-0.15153982065669877
166,gbdt,0.1,8,100,128,0.1809450387954712,-0.15143955277014742
1650,dart,0.2,7,100,128,0.1167116641998291,-0.15134511485621657
1651,dart,0.2,7,100,256,0.16026825904846193,-0.15134511485621657
159,gbdt,0.1,8,50,128,0.05904948711395264,-0.15130096484390573
1126,gbdt,0.5,7,10,256,0.014017677307128907,-0.15129697863135166
1125,gbdt,0.5,7,10,128,0.014127874374389648,-0.15129697863135166
1411,dart,0.1,8,25,64,0.02486572265625,-0.1512809253326314
1546,dart,0.2,4,10,256,0.006178140640258789,-0.15107132829560443
1544,dart,0.2,4,10,64,0.004453778266906738,-0.15107132829560443
1543,dart,0.2,4,10,32,0.005768609046936035,-0.15107132829560443
1545,dart,0.2,4,10,128,0.003783893585205078,-0.15107132829560443
1542,dart,0.2,4,10,16,0.003672146797180176,-0.15107132829560443
1146,gbdt,0.5,7,100,128,0.23220601081848144,-0.1510506412995961
1147,gbdt,0.5,7,100,256,0.16124064922332765,-0.1510506412995961
1140,gbdt,0.5,7,50,256,0.10895655155181885,-0.15105064007903501
1139,gbdt,0.5,7,50,128,0.09910988807678223,-0.15105064007903501
1132,gbdt,0.5,7,25,128,0.02634131908416748,-0.15104896582585584
1133,gbdt,0.5,7,25,256,0.025266313552856447,-0.15104896582585584
125,gbdt,0.1,7,25,256,0.02924039363861084,-0.15073320960597006
124,gbdt,0.1,7,25,128,0.025866365432739256,-0.15073320960597006
480,gbdt,0.2,-1,10,64,0.009691476821899414,-0.15071397624023392
1383,dart,0.1,7,25,64,0.03738472461700439,-0.15070238500350985
1698,dart,0.2,9,50,64,0.08625309467315674,-0.15053156402164597
2392,dart,0.5,7,25,128,0.07425386905670166,-0.15049170195456804
2393,dart,0.5,7,25,256,0.07397403717041015,-0.15049170195456804
1343,dart,0.1,5,100,256,0.05414214134216309,-0.1499455590746118
1341,dart,0.1,5,100,64,0.049138855934143064,-0.1499455590746118
1342,dart,0.1,5,100,128,0.03762705326080322,-0.1499455590746118
1340,dart,0.1,5,100,32,0.06112537384033203,-0.1499455590746118
2385,dart,0.5,7,10,128,0.039291763305664064,-0.14963302467918965
2386,dart,0.5,7,10,256,0.03799991607666016,-0.14963302467918965
452,gbdt,0.2,10,10,64,0.009752845764160157,-0.14960247669714036
1637,dart,0.2,7,25,256,0.03234660625457764,-0.14924770571892565
1636,dart,0.2,7,25,128,0.028340411186218262,-0.14924770571892565
2182,dart,0.4,8,100,128,0.6243145704269409,-0.14890340255591103
376,gbdt,0.2,7,25,128,0.023882579803466798,-0.14875916863676494
377,gbdt,0.2,7,25,256,0.026770710945129395,-0.14875916863676494
383,gbdt,0.2,7,50,128,0.04160645008087158,-0.14874299106828914
384,gbdt,0.2,7,50,256,0.043915510177612305,-0.14874299106828914
390,gbdt,0.2,7,100,128,0.07061190605163574,-0.14873435643053248
391,gbdt,0.2,7,100,256,0.0744866132736206,-0.14873435643053248
2175,dart,0.4,8,50,128,0.304805588722229,-0.14829836046813452
1896,dart,0.3,7,50,256,0.08013606071472168,-0.14809164962094687
1895,dart,0.3,7,50,128,0.0773517370223999,-0.14809164962094687
622,gbdt,0.3,7,10,256,0.011134672164916991,-0.14709775241242368
621,gbdt,0.3,7,10,128,0.010390281677246094,-0.14709775241242368
1335,dart,0.1,5,50,128,0.023911571502685545,-0.1469117817030674
1333,dart,0.1,5,50,32,0.03158638477325439,-0.1469117817030674
1336,dart,0.1,5,50,256,0.024528932571411134,-0.1469117817030674
1334,dart,0.1,5,50,64,0.03557767868041992,-0.1469117817030674
132,gbdt,0.1,7,50,256,0.051311397552490236,-0.14689650675292112
131,gbdt,0.1,7,50,128,0.05370354652404785,-0.14689650675292112
139,gbdt,0.1,7,100,256,0.09648230075836181,-0.1468549273271271
138,gbdt,0.1,7,100,128,0.08755414485931397,-0.1468549273271271
424,gbdt,0.2,9,10,64,0.008992910385131836,-0.14681346534596382
908,gbdt,0.4,8,25,128,0.061904311180114746,-0.14653698180527022
922,gbdt,0.4,8,100,128,0.2944127798080444,-0.14653671884227037
915,gbdt,0.4,8,50,128,0.11755411624908448,-0.14653671870693533
628,gbdt,0.3,7,25,128,0.022255969047546387,-0.14649952435330765
629,gbdt,0.3,7,25,256,0.0233335018157959,-0.14649952435330765
643,gbdt,0.3,7,100,256,0.0718308687210083,-0.1464753123922458
642,gbdt,0.3,7,100,128,0.0682398796081543,-0.1464753123922458
635,gbdt,0.3,7,50,128,0.03941681385040283,-0.1464752260425057
636,gbdt,0.3,7,50,256,0.04021332263946533,-0.1464752260425057
901,gbdt,0.4,8,10,128,0.025651216506958008,-0.14638963211089567
1670,dart,0.2,8,50,64,0.05493764877319336,-0.14633892348017014
2168,dart,0.4,8,25,128,0.13608963489532472,-0.14619226385002623
2161,dart,0.4,8,10,128,0.050596427917480466,-0.1461051802659388
2399,dart,0.5,7,50,128,0.12250633239746093,-0.14601897595704338
2400,dart,0.5,7,50,256,0.13187761306762696,-0.14601897595704338
1882,dart,0.3,7,10,256,0.026813507080078125,-0.14527826810673902
1881,dart,0.3,7,10,128,0.02003650665283203,-0.14527826810673902
2202,dart,0.4,9,50,64,0.12157242298126221,-0.14526498750672306
2188,dart,0.4,9,10,64,0.04099359512329102,-0.14525003560269542
2258,dart,0.4,-1,50,64,0.11683647632598877,-0.1448244426234995
2230,dart,0.4,10,50,64,0.14468741416931152,-0.14422041682616554
2216,dart,0.4,10,10,64,0.02563741207122803,-0.14421923166418057
2244,dart,0.4,-1,10,64,0.020574283599853516,-0.14418936863026893
1152,gbdt,0.5,8,10,64,0.04282877445220947,-0.1440753681957196
1889,dart,0.3,7,25,256,0.05121414661407471,-0.14397588079933576
1888,dart,0.3,7,25,128,0.041878914833068846,-0.14397588079933576
1159,gbdt,0.5,8,25,64,0.09856858253479003,-0.14397224749513865
1173,gbdt,0.5,8,100,64,0.2215714454650879,-0.1439715812729209
1166,gbdt,0.5,8,50,64,0.15472123622894288,-0.14397158104828728
2195,dart,0.4,9,25,64,0.10184147357940673,-0.14388745790532317
1276,dart,0.1,3,50,16,0.009345340728759765,-0.14369724163356642
1279,dart,0.1,3,50,128,0.01400744915008545,-0.14369724163356642
1278,dart,0.1,3,50,64,0.012890505790710449,-0.14369724163356642
1280,dart,0.1,3,50,256,0.012732505798339844,-0.14369724163356642
1277,dart,0.1,3,50,32,0.0077257871627807615,-0.14369724163356642
1275,dart,0.1,3,50,8,0.008712148666381836,-0.14369724163356642
1978,dart,0.3,10,50,64,0.15018672943115235,-0.14367319781057053
123,gbdt,0.1,7,25,64,0.018100428581237792,-0.1435140878576608
2407,dart,0.5,7,100,256,0.2997586250305176,-0.14346547440717053
2406,dart,0.5,7,100,128,0.2285529851913452,-0.14346547440717053
1903,dart,0.3,7,100,256,0.15005860328674317,-0.1433727658850431
1902,dart,0.3,7,100,128,0.14491491317749022,-0.1433727658850431
1894,dart,0.3,7,50,64,0.06112945079803467,-0.14337233429812427
1649,dart,0.2,7,100,64,0.09970297813415527,-0.14321888614332817
207,gbdt,0.1,10,25,64,0.01998734474182129,-0.1430256810241271
2251,dart,0.4,-1,25,64,0.057545042037963866,-0.1429956277468413
2223,dart,0.4,10,25,64,0.054700613021850586,-0.14298430380560362
235,gbdt,0.1,-1,25,64,0.020800399780273437,-0.1429450116571172
396,gbdt,0.2,8,10,64,0.00909111499786377,-0.14290005795373437
2412,dart,0.5,8,10,64,0.02830374240875244,-0.14286254853800412
1950,dart,0.3,9,50,64,0.06301720142364502,-0.14285824993069465
928,gbdt,0.4,9,10,64,0.034905529022216795,-0.14226811810098552
984,gbdt,0.4,-1,10,64,0.01009526252746582,-0.142062476146269
1964,dart,0.3,10,10,64,0.015347719192504883,-0.14204858799668565
179,gbdt,0.1,9,25,64,0.0273801326751709,-0.14170875014102266
1268,dart,0.1,3,25,8,0.003608894348144531,-0.14169029159972887
1269,dart,0.1,3,25,16,0.004662060737609863,-0.14169029159972887
1273,dart,0.1,3,25,256,0.004831790924072266,-0.14169029159972887
1270,dart,0.1,3,25,32,0.004350423812866211,-0.14169029159972887
1272,dart,0.1,3,25,128,0.004038262367248535,-0.14169029159972887
1271,dart,0.1,3,25,64,0.0038434743881225588,-0.14169029159972887
935,gbdt,0.4,9,25,64,0.150809383392334,-0.14166637700327253
942,gbdt,0.4,9,50,64,0.13074615001678466,-0.14166503882785828
949,gbdt,0.4,9,100,64,0.2523264646530151,-0.14166503428299618
1761,dart,0.2,-1,100,64,0.1606147050857544,-0.14153251533899888
956,gbdt,0.4,10,10,64,0.04632270336151123,-0.14152363906686027
258,gbdt,0.2,3,10,256,0.0031641721725463867,-0.14146631786827132
253,gbdt,0.2,3,10,8,0.0022319793701171876,-0.14146631786827132
257,gbdt,0.2,3,10,128,0.0022312164306640624,-0.14146631786827132
256,gbdt,0.2,3,10,64,0.0023525714874267577,-0.14146631786827132
255,gbdt,0.2,3,10,32,0.002115821838378906,-0.14146631786827132
254,gbdt,0.2,3,10,16,0.002246403694152832,-0.14146631786827132
2419,dart,0.5,8,25,64,0.09862494468688965,-0.14141298557539517
151,gbdt,0.1,8,25,64,0.02152836322784424,-0.14136890435034022
1388,dart,0.1,7,50,16,0.022556424140930176,-0.1412905403177123
1005,gbdt,0.4,-1,100,64,0.07843217849731446,-0.14122840831113195
998,gbdt,0.4,-1,50,64,0.04258301258087158,-0.14122840822974375
991,gbdt,0.4,-1,25,64,0.03135714530944824,-0.14122808685018615
2006,dart,0.3,-1,50,64,0.14901387691497803,-0.14103828293685947
1880,dart,0.3,7,10,64,0.016269731521606445,-0.14101602316017695
1936,dart,0.3,9,10,64,0.015228652954101562,-0.14099553374362941
874,gbdt,0.4,7,10,256,0.011405277252197265,-0.14086344888398522
873,gbdt,0.4,7,10,128,0.01116025447845459,-0.14086344888398522
2148,dart,0.4,7,50,256,0.18401544094085692,-0.14084128747412664
2147,dart,0.4,7,50,128,0.15339405536651612,-0.14084128747412664
970,gbdt,0.4,10,50,64,0.15858836174011232,-0.14082611690344557
977,gbdt,0.4,10,100,64,0.43841745853424074,-0.14082611628530609
963,gbdt,0.4,10,25,64,0.06501412391662598,-0.14082522064061728
2426,dart,0.5,8,50,64,0.12598366737365724,-0.14074082613162456
880,gbdt,0.4,7,25,128,0.032180285453796385,-0.14034591181968026
881,gbdt,0.4,7,25,256,0.031115341186523437,-0.14034591181968026
887,gbdt,0.4,7,50,128,0.04879627227783203,-0.14033880914770208
888,gbdt,0.4,7,50,256,0.04791526794433594,-0.14033880914770208
894,gbdt,0.4,7,100,128,0.14354510307312013,-0.14033877980985116
895,gbdt,0.4,7,100,256,0.13217675685882568,-0.14033877980985116
1922,dart,0.3,8,50,64,0.06485490798950196,-0.14029755478152017
1733,dart,0.2,10,100,64,0.1429189920425415,-0.1402731025306675
2141,dart,0.4,7,25,256,0.08314995765686035,-0.14018826397777048
2140,dart,0.4,7,25,128,0.07557458877563476,-0.14018826397777048
2133,dart,0.4,7,10,128,0.03371860980987549,-0.13988172537134383
2134,dart,0.4,7,10,256,0.04550802707672119,-0.13988172537134383
2209,dart,0.4,9,100,64,0.2075336217880249,-0.1396295465594891
2265,dart,0.4,-1,100,64,0.15563130378723145,-0.13957312346463582
375,gbdt,0.2,7,25,64,0.017782163619995118,-0.13953736362298552
2155,dart,0.4,7,100,256,0.3974155426025391,-0.13940588036043486
2154,dart,0.4,7,100,128,0.3181589126586914,-0.13940588036043486
1472,dart,0.1,10,50,16,0.020561933517456055,-0.13938554623429375
1416,dart,0.1,8,50,16,0.018874144554138182,-0.13938554623429375
1444,dart,0.1,9,50,16,0.017444252967834473,-0.13938554623429375
1500,dart,0.1,-1,50,16,0.023673820495605468,-0.13938554623429375
1705,dart,0.2,9,100,64,0.1269155502319336,-0.13938523077466006
2132,dart,0.4,7,10,64,0.040007948875427246,-0.1391544974503099
2237,dart,0.4,10,100,64,0.16661663055419923,-0.1389162560646258
382,gbdt,0.2,7,50,64,0.03208677768707276,-0.13888950371748468
389,gbdt,0.2,7,100,64,0.05979809761047363,-0.13888712618881927
1382,dart,0.1,7,25,32,0.010602855682373047,-0.13875378648636186
342,gbdt,0.2,6,10,256,0.006633186340332031,-0.13864842072405248
341,gbdt,0.2,6,10,128,0.007078385353088379,-0.13864842072405248
340,gbdt,0.2,6,10,64,0.006812477111816406,-0.13864842072405248
1324,dart,0.1,5,25,8,0.012883448600769043,-0.13862980813605708
1635,dart,0.2,7,25,64,0.02383246421813965,-0.13831774086118645
2146,dart,0.4,7,50,64,0.12146251201629639,-0.1383020353782109
1359,dart,0.1,6,50,8,0.023898959159851074,-0.13812779181958754
1443,dart,0.1,9,50,8,0.020604467391967772,-0.13812779181958754
1499,dart,0.1,-1,50,8,0.010328459739685058,-0.13812779181958754
1471,dart,0.1,10,50,8,0.014558553695678711,-0.13812779181958754
1387,dart,0.1,7,50,8,0.01072986125946045,-0.13812779181958754
1415,dart,0.1,8,50,8,0.012894034385681152,-0.13812779181958754
1380,dart,0.1,7,25,8,0.0040415763854980465,-0.1380953193900068
1492,dart,0.1,-1,25,8,0.006319689750671387,-0.1380953193900068
1408,dart,0.1,8,25,8,0.005376577377319336,-0.1380953193900068
1352,dart,0.1,6,25,8,0.005414724349975586,-0.1380953193900068
1464,dart,0.1,10,25,8,0.005079865455627441,-0.1380953193900068
1436,dart,0.1,9,25,8,0.006444406509399414,-0.1380953193900068
1614,dart,0.2,6,50,64,0.03678109645843506,-0.13808425627674792
1615,dart,0.2,6,50,128,0.03598551750183106,-0.13808425627674792
1616,dart,0.2,6,50,256,0.03679437637329101,-0.13808425627674792
1747,dart,0.2,-1,25,64,0.060455322265625,-0.13801831354491131
1410,dart,0.1,8,25,32,0.01807861328125,-0.13788217982254328
620,gbdt,0.3,7,10,64,0.00800783634185791,-0.13780735568769786
704,gbdt,0.3,10,10,64,0.011368203163146972,-0.13779093375300175
1331,dart,0.1,5,50,8,0.018641138076782228,-0.13776000807842273
872,gbdt,0.4,7,10,64,0.00799560546875,-0.1377366342902987
1466,dart,0.1,10,25,32,0.017533493041992188,-0.1377302655079717
1494,dart,0.1,-1,25,32,0.014617466926574707,-0.1377302655079717
1438,dart,0.1,9,25,32,0.01674480438232422,-0.1377302655079717
1901,dart,0.3,7,100,64,0.10746910572052001,-0.13749475690877433
1303,dart,0.1,4,50,8,0.009851837158203125,-0.13733932522202813
2433,dart,0.5,8,100,64,0.9456037759780884,-0.1373143764406279
1992,dart,0.3,-1,10,64,0.026467108726501466,-0.13729453176414574
1985,dart,0.3,10,100,64,0.3046391725540161,-0.13727669260272282
130,gbdt,0.1,7,50,64,0.03862919807434082,-0.13723804782240728
1296,dart,0.1,4,25,8,0.005483555793762207,-0.1369810772355976
1887,dart,0.3,7,25,64,0.03433513641357422,-0.13678466122854496
