,max_depth,max_features,max_leaf_nodes,n_estimators,oob_score,fit_time,target
892,8.0,sqrt,,50,True,0.04514176845550537,-0.01452554658231867
439,5.0,log2,256.0,100,False,0.07937154769897461,-0.01452214086377243
1208,,log2,,10,True,0.01029188632965088,-0.014516735365786224
432,5.0,log2,256.0,10,True,0.009180760383605957,-0.01450330580199556
402,5.0,log2,16.0,25,True,0.021143388748168946,-0.01450101773684858
619,6.0,sqrt,128.0,25,False,0.02147238254547119,-0.01449958868000175
272,4.0,log2,16.0,10,True,0.00877993106842041,-0.014484026317759621
1069,10.0,log2,128.0,50,False,0.04363226890563965,-0.01447701121028861
1273,,sqrt,,10,False,0.009509944915771484,-0.014464352584795408
574,6.0,log2,,100,True,0.08651573657989502,-0.01446410295288859
418,5.0,log2,64.0,25,True,0.023868083953857422,-0.014450937961407975
922,9.0,log2,32.0,25,True,0.02213897705078125,-0.014448648789638906
793,8.0,log2,32.0,10,False,0.008436059951782227,-0.014447884044798348
808,8.0,log2,128.0,10,True,0.009566569328308105,-0.014442383171559646
635,6.0,sqrt,,25,False,0.020802855491638184,-0.014437944202504816
1072,10.0,log2,256.0,10,True,0.009364914894104005,-0.01443411986998981
477,5.0,sqrt,32.0,50,False,0.03988327980041504,-0.014426013363546687
888,8.0,sqrt,,10,True,0.009560799598693848,-0.014419301001456329
351,4.0,sqrt,32.0,100,False,0.07892765998840331,-0.014417064778590224
421,5.0,log2,64.0,50,False,0.04232475757598877,-0.01441578446600308
374,4.0,sqrt,256.0,100,True,0.08283398151397706,-0.014412255928060638
463,5.0,sqrt,8.0,100,False,0.07532718181610107,-0.014410481959029189
1107,10.0,sqrt,16.0,25,False,0.02055199146270752,-0.014404884750286732
631,6.0,sqrt,256.0,100,False,0.08299033641815186,-0.014402214948622807
819,8.0,log2,256.0,25,False,0.02159881591796875,-0.01439763985236922
503,5.0,sqrt,256.0,100,False,0.07879147529602051,-0.014397057579186119
294,4.0,log2,64.0,100,True,0.08399274349212646,-0.014395763563307662
954,9.0,log2,,25,True,0.02372562885284424,-0.01439338176939243
598,6.0,sqrt,16.0,100,True,0.0819809913635254,-0.014391726065663498
767,7.0,sqrt,,100,False,0.08231687545776367,-0.014389333233911674
652,7.0,log2,8.0,50,True,0.0414905309677124,-0.014375991758114668
290,4.0,log2,64.0,25,True,0.02182016372680664,-0.014359687930387562
973,9.0,sqrt,8.0,50,False,0.03806428909301758,-0.014353697633783736
510,5.0,sqrt,,100,True,0.08249804973602295,-0.01433671109484596
413,5.0,log2,32.0,50,False,0.040735507011413576,-0.014311237797212132
557,6.0,log2,128.0,50,False,0.04049232006072998,-0.01430406637456487
811,8.0,log2,128.0,25,False,0.022210121154785156,-0.014296469937443062
877,8.0,sqrt,128.0,50,False,0.0428983211517334,-0.014293185891694258
527,6.0,log2,8.0,100,False,0.07391221523284912,-0.014291118840872063
912,9.0,log2,16.0,10,True,0.008366680145263672,-0.014287379055388082
1172,,log2,16.0,50,True,0.04253690242767334,-0.014279109584364224
499,5.0,sqrt,256.0,25,False,0.020600366592407226,-0.014277696529314595
275,4.0,log2,16.0,25,False,0.019829177856445314,-0.01427429308146539
502,5.0,sqrt,256.0,100,True,0.08478946685791015,-0.01426842498283649
1057,10.0,log2,64.0,10,False,0.00948348045349121,-0.01426310910434357
301,4.0,log2,128.0,50,False,0.03968610763549805,-0.014259115703174771
1080,10.0,log2,,10,True,0.009815406799316407,-0.01423843748834801
984,9.0,sqrt,32.0,10,True,0.008972716331481934,-0.01423220079055723
764,7.0,sqrt,,50,True,0.045100283622741696,-0.014228054476740961
540,6.0,log2,32.0,50,True,0.04387185573577881,-0.014227910242986539
555,6.0,log2,128.0,25,False,0.021054410934448244,-0.014221478721810826
657,7.0,log2,16.0,10,False,0.007800769805908203,-0.01422058122032209
795,8.0,log2,32.0,25,False,0.021776866912841798,-0.014214259287353113
551,6.0,log2,64.0,100,False,0.08608741760253906,-0.01421113728912768
636,6.0,sqrt,,50,True,0.043642067909240724,-0.014208836843074613
475,5.0,sqrt,32.0,25,False,0.020974612236022948,-0.014190848827919956
565,6.0,log2,256.0,50,False,0.04253444671630859,-0.014190298576048374
653,7.0,log2,8.0,50,False,0.04128372669219971,-0.014186880881151519
797,8.0,log2,32.0,50,False,0.04215681552886963,-0.014185695882730082
914,9.0,log2,16.0,25,True,0.0216015100479126,-0.014185194334526639
766,7.0,sqrt,,100,True,0.08857285976409912,-0.014183236594864902
1225,,sqrt,8.0,10,False,0.007484316825866699,-0.014166750707163589
397,5.0,log2,8.0,50,False,0.03865334987640381,-0.014161829871865367
1270,,sqrt,256.0,100,True,0.09279801845550537,-0.014157067153156642
404,5.0,log2,16.0,50,True,0.04367284774780274,-0.014150054934091333
401,5.0,log2,16.0,10,False,0.008005833625793457,-0.014140835835729249
703,7.0,log2,,100,False,0.08155851364135742,-0.0141345320681627
1210,,log2,,25,True,0.026910114288330077,-0.014132670411293855
818,8.0,log2,256.0,25,True,0.023391866683959962,-0.014131076418308297
725,7.0,sqrt,16.0,50,False,0.03889107704162598,-0.014127181585241035
1060,10.0,log2,64.0,50,True,0.047820115089416505,-0.014126761125068344
607,6.0,sqrt,32.0,100,False,0.0781545877456665,-0.014126292046048528
996,9.0,sqrt,64.0,50,True,0.04560916423797608,-0.014114432578069012
570,6.0,log2,,25,True,0.02203376293182373,-0.014102464367906308
436,5.0,log2,256.0,50,True,0.04568071365356445,-0.01409925893299732
1040,10.0,log2,16.0,10,True,0.00855257511138916,-0.014093004456241752
639,6.0,sqrt,,100,False,0.08238379955291748,-0.014085420377759119
554,6.0,log2,128.0,25,True,0.023377108573913574,-0.01407934373185224
870,8.0,sqrt,64.0,100,True,0.08721446990966797,-0.01407849745091139
843,8.0,sqrt,8.0,25,False,0.0198514461517334,-0.014078384781495873
1044,10.0,log2,16.0,50,True,0.04192516803741455,-0.014075376448236879
1064,10.0,log2,128.0,10,True,0.009455180168151856,-0.014075081962606904
987,9.0,sqrt,32.0,25,False,0.02121288776397705,-0.0140667957238684
1171,,log2,16.0,25,False,0.02143714427947998,-0.014066795021390468
409,5.0,log2,32.0,10,False,0.008979535102844239,-0.01406530275768286
628,6.0,sqrt,256.0,50,True,0.045574951171875,-0.014061548349176788
412,5.0,log2,32.0,50,True,0.04229879379272461,-0.014053179039738252
722,7.0,sqrt,16.0,25,True,0.0210676908493042,-0.014052473310481059
952,9.0,log2,,10,True,0.010170555114746094,-0.014043366400600207
1268,,sqrt,256.0,50,True,0.04892807006835938,-0.014030997822886103
1242,,sqrt,32.0,25,True,0.02464184761047363,-0.014027224339369277
1252,,sqrt,64.0,50,True,0.04487900733947754,-0.014020187574004623
609,6.0,sqrt,64.0,10,False,0.008320903778076172,-0.01401465555235255
1068,10.0,log2,128.0,50,True,0.04731850624084473,-0.014014190183096034
420,5.0,log2,64.0,50,True,0.049239063262939455,-0.01401163164984888
872,8.0,sqrt,128.0,10,True,0.009204506874084473,-0.014003707517825495
1053,10.0,log2,32.0,50,False,0.0410597562789917,-0.014002524885574708
696,7.0,log2,,10,True,0.009084534645080567,-0.013998759137453876
1039,10.0,log2,8.0,100,False,0.07467286586761475,-0.01399308416290196
754,7.0,sqrt,256.0,25,True,0.02359614372253418,-0.01398593153125016
495,5.0,sqrt,128.0,100,False,0.0793987512588501,-0.013978924860094838
1258,,sqrt,128.0,25,True,0.02364211082458496,-0.013972022487481209
1011,9.0,sqrt,256.0,25,False,0.023453879356384277,-0.013971764243205474
681,7.0,log2,128.0,10,False,0.008643150329589844,-0.013970823955893
853,8.0,sqrt,16.0,50,False,0.04166438579559326,-0.013970187429749975
411,5.0,log2,32.0,25,False,0.019980835914611816,-0.013969286818212271
501,5.0,sqrt,256.0,50,False,0.04146852493286133,-0.013967091035374156
591,6.0,sqrt,8.0,100,False,0.07583792209625244,-0.01396333433938312
1162,,log2,8.0,25,True,0.021019363403320314,-0.01395845102702936
1066,10.0,log2,128.0,25,True,0.023700475692749023,-0.013955107013339999
1049,10.0,log2,32.0,10,False,0.009059619903564454,-0.013950930282564165
1076,10.0,log2,256.0,50,True,0.047679591178894046,-0.013948394292789672
1013,9.0,sqrt,256.0,50,False,0.04328684806823731,-0.013942292942167454
747,7.0,sqrt,128.0,25,False,0.02201206684112549,-0.013923349495603329
788,8.0,log2,16.0,50,True,0.04384748935699463,-0.013914978526965306
1102,10.0,sqrt,8.0,100,True,0.08084361553192139,-0.013909128607403192
566,6.0,log2,256.0,100,True,0.08705170154571533,-0.013908021655016218
891,8.0,sqrt,,25,False,0.021631669998168946,-0.013903110733644084
890,8.0,sqrt,,25,True,0.023757791519165038,-0.013887101146443448
683,7.0,log2,128.0,25,False,0.02275857925415039,-0.013876956880031606
915,9.0,log2,16.0,25,False,0.020185232162475586,-0.013876690984411296
571,6.0,log2,,25,False,0.020905351638793944,-0.013874393978019848
625,6.0,sqrt,256.0,10,False,0.009217572212219239,-0.013874287394363752
523,6.0,log2,8.0,25,False,0.020083236694335937,-0.013873890381022599
1211,,log2,,25,False,0.02297487258911133,-0.013854243253091673
343,4.0,sqrt,16.0,100,False,0.078735089302063,-0.013849512759984242
739,7.0,sqrt,64.0,25,False,0.02209618091583252,-0.01384741782965655
414,5.0,log2,32.0,100,True,0.0865823745727539,-0.013840705956959834
826,8.0,log2,,25,True,0.02311539649963379,-0.013838684815733266
547,6.0,log2,64.0,25,False,0.022054409980773924,-0.013831921261097738
403,5.0,log2,16.0,25,False,0.019637060165405274,-0.01382173202345447
485,5.0,sqrt,64.0,50,False,0.040365743637084964,-0.013816240586205767
1145,10.0,sqrt,,10,False,0.008809781074523926,-0.013815017262094437
792,8.0,log2,32.0,10,True,0.009415125846862793,-0.013812985335154553
494,5.0,sqrt,128.0,100,True,0.08570575714111328,-0.013809730315894468
939,9.0,log2,128.0,25,False,0.022070932388305663,-0.0137984418625503
850,8.0,sqrt,16.0,25,True,0.022153520584106447,-0.013795310553858842
685,7.0,log2,128.0,50,False,0.04304749965667724,-0.013793184122679188
815,8.0,log2,128.0,100,False,0.08526248931884765,-0.013792157674162265
531,6.0,log2,16.0,25,False,0.019665122032165527,-0.013789495504735466
422,5.0,log2,64.0,100,True,0.08847098350524903,-0.013784841348833834
741,7.0,sqrt,64.0,50,False,0.04221196174621582,-0.01376823136293725
638,6.0,sqrt,,100,True,0.08524303436279297,-0.013762390483250554
893,8.0,sqrt,,50,False,0.04380729198455811,-0.013761963827106974
479,5.0,sqrt,32.0,100,False,0.07805123329162597,-0.013752434164581854
618,6.0,sqrt,128.0,25,True,0.02326688766479492,-0.013751771087447651
471,5.0,sqrt,16.0,100,False,0.07641234397888183,-0.013749022700108813
1128,10.0,sqrt,128.0,10,True,0.010538816452026367,-0.013742797025373168
559,6.0,log2,128.0,100,False,0.0815821647644043,-0.013741784998020163
542,6.0,log2,32.0,100,True,0.08427610397338867,-0.0137353050449231
695,7.0,log2,256.0,100,False,0.08342771530151367,-0.013732577003643023
698,7.0,log2,,25,True,0.022621655464172365,-0.013729328610241181
543,6.0,log2,32.0,100,False,0.0789304494857788,-0.013726466690906703
606,6.0,sqrt,32.0,100,True,0.08743712902069092,-0.013726047981046183
1136,10.0,sqrt,256.0,10,True,0.0095167875289917,-0.01372422207941836
1193,,log2,128.0,10,False,0.010123538970947265,-0.013711155801792859
538,6.0,log2,32.0,25,True,0.023466062545776368,-0.01369395016279939
1173,,log2,16.0,50,False,0.039658522605895995,-0.013680639502406344
802,8.0,log2,64.0,25,True,0.02348051071166992,-0.013680245439514004
895,8.0,sqrt,,100,False,0.08396117687225342,-0.013677230298962537
667,7.0,log2,32.0,25,False,0.02068932056427002,-0.013676574650574562
927,9.0,log2,32.0,100,False,0.07892313003540039,-0.013674401714899727
674,7.0,log2,64.0,25,True,0.023168468475341798,-0.013673003732231822
919,9.0,log2,16.0,100,False,0.0770601511001587,-0.013668340877777792
669,7.0,log2,32.0,50,False,0.04086370468139648,-0.013663898554494857
755,7.0,sqrt,256.0,25,False,0.02130601406097412,-0.013651356112392826
982,9.0,sqrt,16.0,100,True,0.08340048789978027,-0.01365020786760632
1047,10.0,log2,16.0,100,False,0.07694094181060791,-0.013649821278890691
486,5.0,sqrt,64.0,100,True,0.08417644500732421,-0.01364414207969879
560,6.0,log2,256.0,10,True,0.009364771842956542,-0.013641787201204698
556,6.0,log2,128.0,50,True,0.04421529769897461,-0.013631234003511091
886,8.0,sqrt,256.0,100,True,0.09079139232635498,-0.013630471844797327
308,4.0,log2,256.0,50,True,0.043208074569702146,-0.013628256384325797
470,5.0,sqrt,16.0,100,True,0.08199677467346192,-0.013624200744478173
562,6.0,log2,256.0,25,True,0.025600481033325195,-0.013623749109268316
1084,10.0,log2,,50,True,0.04671173095703125,-0.013622494139513908
1141,10.0,sqrt,256.0,50,False,0.04351785182952881,-0.013608749236837976
885,8.0,sqrt,256.0,50,False,0.04540119171142578,-0.013598774158866712
415,5.0,log2,32.0,100,False,0.07767612934112549,-0.013597329144071352
787,8.0,log2,16.0,25,False,0.02130115032196045,-0.013577093715816679
1109,10.0,sqrt,16.0,50,False,0.040756750106811526,-0.013574654417312572
1110,10.0,sqrt,16.0,100,True,0.08325033187866211,-0.013572657469900542
1178,,log2,32.0,25,True,0.022674179077148436,-0.013571921465326516
567,6.0,log2,256.0,100,False,0.08130450248718261,-0.013571160058884056
546,6.0,log2,64.0,25,True,0.023326683044433593,-0.013556556740781168
605,6.0,sqrt,32.0,50,False,0.042145514488220216,-0.013541109457238876
553,6.0,log2,128.0,10,False,0.008222556114196778,-0.013535778442177415
663,7.0,log2,16.0,100,False,0.07775914669036865,-0.01351891173716738
1186,,log2,64.0,25,True,0.023060870170593262,-0.01351611643602072
918,9.0,log2,16.0,100,True,0.08223004341125488,-0.013513901386039653
958,9.0,log2,,100,True,0.09004013538360596,-0.013509105378552815
989,9.0,sqrt,32.0,50,False,0.04063689708709717,-0.01349829702519558
1132,10.0,sqrt,128.0,50,True,0.04969213008880615,-0.013496952689558821
874,8.0,sqrt,128.0,25,True,0.023527026176452637,-0.013495043732877883
1050,10.0,log2,32.0,25,True,0.02259080410003662,-0.013492474102825433
955,9.0,log2,,25,False,0.021785449981689454,-0.01348693602915084
1272,,sqrt,,10,True,0.009479117393493653,-0.013475284500554569
492,5.0,sqrt,128.0,50,True,0.04559319019317627,-0.013474046312492851
697,7.0,log2,,10,False,0.00839688777923584,-0.013473581454836094
534,6.0,log2,16.0,100,True,0.08209385871887206,-0.01347213820511233
1261,,sqrt,128.0,50,False,0.04429984092712402,-0.013469716840855185
1130,10.0,sqrt,128.0,25,True,0.024808621406555174,-0.01346832407211083
1262,,sqrt,128.0,100,True,0.0930619478225708,-0.013461976612561747
957,9.0,log2,,50,False,0.04434952735900879,-0.013451735384228048
701,7.0,log2,,50,False,0.041382122039794925,-0.013449979746901134
417,5.0,log2,64.0,10,False,0.010242772102355958,-0.013448486786710184
596,6.0,sqrt,16.0,50,True,0.04167282581329346,-0.013447435754343382
852,8.0,sqrt,16.0,50,True,0.04130682945251465,-0.013445500171125613
1062,10.0,log2,64.0,100,True,0.09038796424865722,-0.013442611195654862
1120,10.0,sqrt,64.0,10,True,0.009380793571472168,-0.01344258235615879
660,7.0,log2,16.0,50,True,0.04206705093383789,-0.013440229273353622
686,7.0,log2,128.0,100,True,0.09044036865234376,-0.013436185154625777
438,5.0,log2,256.0,100,True,0.08561038970947266,-0.013434442077195732
988,9.0,sqrt,32.0,50,True,0.043141508102416994,-0.013430561008417151
1051,10.0,log2,32.0,25,False,0.02084848880767822,-0.013419050266029745
597,6.0,sqrt,16.0,50,False,0.03944387435913086,-0.013400855486234542
805,8.0,log2,64.0,50,False,0.0418529748916626,-0.013398016629050253
941,9.0,log2,128.0,50,False,0.0436115026473999,-0.013397372759405063
1067,10.0,log2,128.0,25,False,0.02259085178375244,-0.013389996103161298
1078,10.0,log2,256.0,100,True,0.0947021484375,-0.013386042352727867
1119,10.0,sqrt,32.0,100,False,0.07960634231567383,-0.013384708202204658
430,5.0,log2,128.0,100,True,0.08651187419891357,-0.013374153607525167
1077,10.0,log2,256.0,50,False,0.04521510601043701,-0.01337224687750291
483,5.0,sqrt,64.0,25,False,0.02101113796234131,-0.013369510247640675
426,5.0,log2,128.0,25,True,0.022617053985595704,-0.013365098497262856
830,8.0,log2,,100,True,0.0900571584701538,-0.013359092535402605
662,7.0,log2,16.0,100,True,0.08200371265411377,-0.013356592383668738
1127,10.0,sqrt,64.0,100,False,0.08390557765960693,-0.01335297274595747
1236,,sqrt,16.0,50,True,0.04163291454315186,-0.01335255792593667
612,6.0,sqrt,64.0,50,True,0.04485936164855957,-0.013349357152698985
550,6.0,log2,64.0,100,True,0.08915436267852783,-0.013346090677321114
1125,10.0,sqrt,64.0,50,False,0.0436032772064209,-0.01333931661404694
950,9.0,log2,256.0,100,True,0.09539327621459961,-0.013335782081441752
947,9.0,log2,256.0,25,False,0.022923803329467772,-0.013332051012930233
533,6.0,log2,16.0,50,False,0.03933892250061035,-0.013324298525646528
924,9.0,log2,32.0,50,True,0.044916963577270506,-0.013313966437844387
791,8.0,log2,16.0,100,False,0.07960772514343262,-0.013313221190481733
613,6.0,sqrt,64.0,50,False,0.04139597415924072,-0.013313196731261547
1245,,sqrt,32.0,50,False,0.04082598686218262,-0.013312238220700079
599,6.0,sqrt,16.0,100,False,0.07755639553070068,-0.013306727010127284
790,8.0,log2,16.0,100,True,0.0816946268081665,-0.013306613909784956
999,9.0,sqrt,64.0,100,False,0.08462371826171874,-0.013305041614135472
997,9.0,sqrt,64.0,50,False,0.04288330078125,-0.013302944660604932
1187,,log2,64.0,25,False,0.02133665084838867,-0.01329969876331977
564,6.0,log2,256.0,50,True,0.04539175033569336,-0.013298615712371587
844,8.0,sqrt,8.0,50,True,0.04099009037017822,-0.013298194530091035
675,7.0,log2,64.0,25,False,0.021578383445739747,-0.013296782789847621
1126,10.0,sqrt,64.0,100,True,0.08858821392059327,-0.013294020520224138
1124,10.0,sqrt,64.0,50,True,0.04708130359649658,-0.013283055634731512
1251,,sqrt,64.0,25,False,0.021553730964660643,-0.013279218133465814
743,7.0,sqrt,64.0,100,False,0.08214550018310547,-0.013276645058729641
478,5.0,sqrt,32.0,100,True,0.08744614124298096,-0.01326942318683293
1175,,log2,16.0,100,False,0.07775075435638427,-0.013265854699356119
678,7.0,log2,64.0,100,True,0.08876676559448242,-0.013261865030167333
1114,10.0,sqrt,32.0,25,True,0.022499561309814453,-0.013261816198243249
829,8.0,log2,,50,False,0.042117643356323245,-0.013261346766669336
692,7.0,log2,256.0,50,True,0.045338773727416994,-0.013253685311317948
758,7.0,sqrt,256.0,100,True,0.08969871997833252,-0.013251465936785667
979,9.0,sqrt,16.0,25,False,0.01979551315307617,-0.013241590315505135
994,9.0,sqrt,64.0,25,True,0.023025155067443848,-0.013239698110674908
435,5.0,log2,256.0,25,False,0.02072274684906006,-0.013232801104831297
873,8.0,sqrt,128.0,10,False,0.009379291534423828,-0.01323243862911961
1207,,log2,256.0,100,False,0.08613338470458984,-0.013230506385624674
940,9.0,log2,128.0,50,True,0.04615356922149658,-0.013219628623826418
428,5.0,log2,128.0,50,True,0.04382772445678711,-0.013213474711721202
821,8.0,log2,256.0,50,False,0.04315893650054932,-0.013206472361039294
1192,,log2,128.0,10,True,0.009119629859924316,-0.01320579805156328
1055,10.0,log2,32.0,100,False,0.07977159023284912,-0.013201952058458276
822,8.0,log2,256.0,100,True,0.09103028774261475,-0.013201587466073278
814,8.0,log2,128.0,100,True,0.09147474765777588,-0.01319885779337961
1180,,log2,32.0,50,True,0.04467527866363526,-0.01319766075080574
1277,,sqrt,,50,False,0.04357790946960449,-0.013189343829431991
693,7.0,log2,256.0,50,False,0.04244296550750733,-0.013181673492549218
884,8.0,sqrt,256.0,50,True,0.04800131320953369,-0.01318040703846849
831,8.0,log2,,100,False,0.08324987888336181,-0.01318030762779534
651,7.0,log2,8.0,25,False,0.019576096534729005,-0.013176778965801076
400,5.0,log2,16.0,10,True,0.00913686752319336,-0.013176701788203214
1004,9.0,sqrt,128.0,50,True,0.04756560325622559,-0.013175938216366426
1122,10.0,sqrt,64.0,25,True,0.02532966136932373,-0.01317335559585037
995,9.0,sqrt,64.0,25,False,0.021274495124816894,-0.013166752980635877
594,6.0,sqrt,16.0,25,True,0.02080955505371094,-0.013165081047630778
623,6.0,sqrt,128.0,100,False,0.08247909545898438,-0.013156696336290921
1083,10.0,log2,,25,False,0.022165083885192872,-0.013149006879481962
921,9.0,log2,32.0,10,False,0.008919048309326171,-0.013144078527027127
931,9.0,log2,64.0,25,False,0.022533321380615236,-0.013143359998731867
983,9.0,sqrt,16.0,100,False,0.07870862483978272,-0.013139064340566687
1195,,log2,128.0,25,False,0.02348499298095703,-0.013135893753524641
869,8.0,sqrt,64.0,50,False,0.041939735412597656,-0.013128334021917636
1134,10.0,sqrt,128.0,100,True,0.09256315231323242,-0.013126361111348088
1214,,log2,,100,True,0.09301249980926514,-0.013124000200419367
1278,,sqrt,,100,True,0.09120149612426758,-0.013123075213544198
926,9.0,log2,32.0,100,True,0.08512582778930664,-0.013119992984956922
756,7.0,sqrt,256.0,50,True,0.047168922424316403,-0.013119387228602663
1116,10.0,sqrt,32.0,50,True,0.04326033592224121,-0.01311601437720934
757,7.0,sqrt,256.0,50,False,0.04306106567382813,-0.013110099698022584
946,9.0,log2,256.0,25,True,0.024176645278930663,-0.013092805333688352
727,7.0,sqrt,16.0,100,False,0.07688813209533692,-0.013087631487121177
630,6.0,sqrt,256.0,100,True,0.08775455951690674,-0.013084251861720821
603,6.0,sqrt,32.0,25,False,0.02159743309020996,-0.013082169232503812
991,9.0,sqrt,32.0,100,False,0.0800936222076416,-0.013072710142528128
738,7.0,sqrt,64.0,25,True,0.02310032844543457,-0.013070300743157797
1042,10.0,log2,16.0,25,True,0.021643638610839844,-0.01306697570565769
986,9.0,sqrt,32.0,25,True,0.02253756523132324,-0.013064785940032556
629,6.0,sqrt,256.0,50,False,0.04174480438232422,-0.013058592609238182
751,7.0,sqrt,128.0,100,False,0.08487141132354736,-0.013056277747150794
633,6.0,sqrt,,10,False,0.007976937294006347,-0.013055910671051158
1017,9.0,sqrt,,10,False,0.009133148193359374,-0.013054034234909539
859,8.0,sqrt,32.0,25,False,0.021051740646362303,-0.013049789798330604
670,7.0,log2,32.0,100,True,0.08522162437438965,-0.013045030492104176
876,8.0,sqrt,128.0,50,True,0.046631574630737305,-0.013039525832319846
437,5.0,log2,256.0,50,False,0.04245626926422119,-0.013033555339606257
1249,,sqrt,64.0,10,False,0.008625602722167969,-0.013031193784027745
614,6.0,sqrt,64.0,100,True,0.08674988746643067,-0.013023271942035562
938,9.0,log2,128.0,25,True,0.02494945526123047,-0.013021882522430677
464,5.0,sqrt,16.0,10,True,0.009070062637329101,-0.013017228070640346
1045,10.0,log2,16.0,50,False,0.039172935485839847,-0.013009309446296108
715,7.0,sqrt,8.0,25,False,0.01931941509246826,-0.013006440421856287
1065,10.0,log2,128.0,10,False,0.010482525825500489,-0.013006318171922097
1238,,sqrt,16.0,100,True,0.08746743202209473,-0.013004961574003321
959,9.0,log2,,100,False,0.083465313911438,-0.012996140391943073
733,7.0,sqrt,32.0,50,False,0.03981795310974121,-0.012990750941917772
1190,,log2,64.0,100,True,0.0886695146560669,-0.012987186243990296
812,8.0,log2,128.0,50,True,0.04637279510498047,-0.012977572960477416
1204,,log2,256.0,50,True,0.048716068267822266,-0.01297710691042307
1233,,sqrt,16.0,10,False,0.007693862915039063,-0.012976561448607076
943,9.0,log2,128.0,100,False,0.08662559986114501,-0.012973873591777997
677,7.0,log2,64.0,50,False,0.042008042335510254,-0.012968349201182667
1237,,sqrt,16.0,50,False,0.03929216861724853,-0.01296101904445658
1213,,log2,,50,False,0.04307870864868164,-0.012958024175500696
1005,9.0,sqrt,128.0,50,False,0.044687199592590335,-0.012955603123057654
1174,,log2,16.0,100,True,0.08521533012390137,-0.012953001031305297
1019,9.0,sqrt,,25,False,0.02119429111480713,-0.012950663644169703
1079,10.0,log2,256.0,100,False,0.08826501369476318,-0.012935936153204413
878,8.0,sqrt,128.0,100,True,0.09015309810638428,-0.012935714260721116
798,8.0,log2,32.0,100,True,0.08395764827728272,-0.012935393169732684
1254,,sqrt,64.0,100,True,0.08975813388824463,-0.012924238152989903
734,7.0,sqrt,32.0,100,True,0.08605573177337647,-0.012923767003400663
1198,,log2,128.0,100,True,0.09291939735412598,-0.012922750611478618
786,8.0,log2,16.0,25,True,0.021736860275268555,-0.01292142480255536
1006,9.0,sqrt,128.0,100,True,0.09293172359466553,-0.012920246782844567
1255,,sqrt,64.0,100,False,0.08187685012817383,-0.01291838623425087
735,7.0,sqrt,32.0,100,False,0.07971341609954834,-0.012918266786062138
541,6.0,log2,32.0,50,False,0.040598511695861816,-0.01291475268113433
1052,10.0,log2,32.0,50,True,0.043245530128479,-0.012911011814825853
894,8.0,sqrt,,100,True,0.09042174816131592,-0.012910878480494103
732,7.0,sqrt,32.0,50,True,0.04325549602508545,-0.012908424351184921
668,7.0,log2,32.0,50,True,0.043218469619750975,-0.012894354827934213
726,7.0,sqrt,16.0,100,True,0.08188354969024658,-0.012885298865666217
1022,9.0,sqrt,,100,True,0.09313430786132812,-0.012881921099050364
1007,9.0,sqrt,128.0,100,False,0.08797481060028076,-0.012870302056277066
875,8.0,sqrt,128.0,25,False,0.02190845012664795,-0.01286566659099997
804,8.0,log2,64.0,50,True,0.04516737461090088,-0.012859420662275698
1244,,sqrt,32.0,50,True,0.043607020378112794,-0.012847250394060938
860,8.0,sqrt,32.0,50,True,0.044245243072509766,-0.012841964403358695
981,9.0,sqrt,16.0,50,False,0.0401437520980835,-0.01284092949108395
702,7.0,log2,,100,True,0.08663442134857177,-0.012839615720380353
1197,,log2,128.0,50,False,0.044690608978271484,-0.012838363971375688
978,9.0,sqrt,16.0,25,True,0.021439146995544434,-0.012832433462814898
871,8.0,sqrt,64.0,100,False,0.08141007423400878,-0.012822377039183883
1194,,log2,128.0,25,True,0.024289703369140624,-0.012817404695855445
656,7.0,log2,16.0,10,True,0.00892183780670166,-0.012815920045254387
1108,10.0,sqrt,16.0,50,True,0.041762590408325195,-0.012807990155312565
1199,,log2,128.0,100,False,0.09081707000732422,-0.012807650825755829
828,8.0,log2,,50,True,0.045210647583007815,-0.012803177104258852
1239,,sqrt,16.0,100,False,0.07904672622680664,-0.012799065241418701
611,6.0,sqrt,64.0,25,False,0.021597576141357423,-0.012798940206366552
1264,,sqrt,256.0,10,True,0.009981060028076172,-0.012788058875151418
488,5.0,sqrt,128.0,10,True,0.00892202854156494,-0.01278471720356794
1046,10.0,log2,16.0,100,True,0.0868391752243042,-0.012773763192354353
1189,,log2,64.0,50,False,0.04207668304443359,-0.012772468856676204
419,5.0,log2,64.0,25,False,0.02209179401397705,-0.012768751218496376
789,8.0,log2,16.0,50,False,0.03969743251800537,-0.012759934856520445
1247,,sqrt,32.0,100,False,0.08155190944671631,-0.012757178641337014
1170,,log2,16.0,25,True,0.02160487174987793,-0.012756916377283553
1003,9.0,sqrt,128.0,25,False,0.022431254386901855,-0.012755976664959938
879,8.0,sqrt,128.0,100,False,0.08411233425140381,-0.0127557409149209
1021,9.0,sqrt,,50,False,0.043837356567382815,-0.012754887273862628
493,5.0,sqrt,128.0,50,False,0.041706967353820804,-0.01275413290293685
1265,,sqrt,256.0,10,False,0.009736204147338867,-0.012752961315310686
1182,,log2,32.0,100,True,0.08498685359954834,-0.012750133965442558
867,8.0,sqrt,64.0,25,False,0.021467709541320802,-0.012745094029022404
868,8.0,sqrt,64.0,50,True,0.044517016410827635,-0.012737013535343676
1075,10.0,log2,256.0,25,False,0.02276904582977295,-0.012731413603071553
