,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,time
374,NoneType,False,entropy,9,0.15000000000000002,4,18,512,14,24.961261510849
375,NoneType,False,entropy,12,0.45,1,13,512,14,72.80415558815002
376,NoneType,True,entropy,NoneType,0.35000000000000003,2,6,512,14,34.18347644805908
377,NoneType,False,entropy,9,0.45,2,6,512,14,70.62413239479065
378,NoneType,False,entropy,12,0.45,2,3,512,14,72.8380184173584
379,NoneType,False,entropy,8,0.4,2,15,128,14,15.533005952835083
380,NoneType,False,entropy,NoneType,0.3,8,17,256,14,22.963769912719727
381,NoneType,False,entropy,12,0.4,1,7,256,14,32.98361849784851
382,NoneType,False,entropy,10,0.15000000000000002,2,4,128,14,6.855418682098389
383,NoneType,False,entropy,11,0.2,6,4,256,14,16.6551673412323
384,PCA,False,entropy,8,0.3,1,4,256,14,24.568466901779175
385,NoneType,False,gini,10,0.1,1,3,256,14,2.831549882888794
386,NoneType,True,entropy,NoneType,0.25,1,18,128,14,6.742773056030273
387,NoneType,False,entropy,9,0.45,1,5,64,14,9.353090763092041
388,NoneType,False,entropy,10,0.25,3,18,128,14,10.629526853561401
389,NoneType,False,entropy,9,0.45,1,3,256,14,35.86114168167114
390,NoneType,False,entropy,11,0.3,1,14,256,14,24.56580948829651
391,NoneType,False,entropy,12,0.15000000000000002,1,8,128,14,7.019268035888672
392,NoneType,False,entropy,NoneType,0.2,5,3,512,14,33.67625403404236
393,NoneType,False,entropy,NoneType,0.25,2,5,128,14,11.336073875427246
394,NoneType,False,entropy,11,0.4,2,5,512,14,64.61553287506104
395,NoneType,False,gini,NoneType,0.2,5,16,256,14,4.824414968490601
396,PCA,False,entropy,10,0.45,2,7,512,14,73.17411994934082
397,NoneType,False,entropy,NoneType,0.45,2,20,32,14,4.9184184074401855
398,PCA,False,entropy,9,0.05,2,6,16,14,1.1162729263305664
399,NoneType,False,entropy,NoneType,0.1,3,2,256,14,9.346049070358276
400,PCA,False,gini,10,0.35000000000000003,19,4,512,14,12.166906833648682
401,NoneType,False,entropy,NoneType,0.4,2,2,512,14,65.81807899475098
402,NoneType,False,entropy,9,0.3,1,6,512,14,48.087010860443115
403,PCA,False,gini,NoneType,0.15000000000000002,19,16,512,14,6.537451505661011
404,NoneType,False,entropy,12,0.3,4,3,512,14,47.80744504928589
405,NoneType,False,gini,12,0.4,17,20,32,14,1.3370580673217773
406,NoneType,False,entropy,9,0.2,1,8,256,14,17.25467038154602
407,PCA,False,entropy,8,0.45,19,15,8,14,1.728001594543457
408,NoneType,False,entropy,12,0.05,4,13,64,14,1.5150258541107178
409,NoneType,False,gini,NoneType,0.45,4,13,8,14,0.7289810180664062
410,NoneType,True,entropy,NoneType,0.45,1,14,128,14,11.14396619796753
411,NoneType,False,entropy,11,0.2,1,7,64,14,4.742290496826172
412,NoneType,False,entropy,NoneType,0.35000000000000003,3,14,16,14,2.1128454208374023
413,NoneType,False,entropy,NoneType,0.35000000000000003,1,13,128,14,14.740342617034912
414,NoneType,False,entropy,11,0.35000000000000003,1,2,256,14,28.856946229934692
415,NoneType,False,entropy,NoneType,0.45,18,2,16,14,2.331993579864502
416,NoneType,True,entropy,11,0.05,2,16,128,14,1.7155461311340332
417,PCA,True,entropy,9,0.25,3,11,512,14,26.293981075286865
418,PCA,False,entropy,8,0.45,2,2,32,14,5.243617296218872
419,NoneType,False,gini,NoneType,0.15000000000000002,1,6,512,14,8.06153416633606
420,NoneType,False,gini,9,0.05,3,14,512,14,2.9376745223999023
421,NoneType,False,entropy,NoneType,0.4,2,14,64,14,8.544491529464722
422,NoneType,False,entropy,9,0.4,17,17,512,14,54.20107173919678
423,NoneType,True,gini,8,0.05,14,20,8,14,0.41623687744140625
424,NoneType,False,entropy,12,0.3,2,4,16,14,1.8286125659942627
425,PCA,False,entropy,NoneType,0.1,18,3,32,14,1.9171159267425537
426,PCA,False,entropy,10,0.05,10,20,512,14,10.141908645629883
427,PCA,True,gini,NoneType,0.25,1,7,8,14,0.9147500991821289
428,PCA,False,entropy,9,0.25,20,2,512,14,36.600197553634644
429,NoneType,False,entropy,9,0.1,19,15,512,14,14.563517332077026
430,NoneType,False,gini,11,0.25,3,18,8,14,0.559464693069458
431,NoneType,True,gini,NoneType,0.05,18,19,64,14,0.6453707218170166
432,PCA,True,gini,NoneType,0.45,20,20,512,14,9.067270517349243
433,PCA,True,gini,10,0.05,2,9,512,14,3.062281370162964
434,PCA,True,entropy,8,0.45,4,20,8,14,1.514084815979004
435,PCA,True,entropy,12,0.25,1,20,128,14,7.4614152908325195
436,NoneType,False,gini,NoneType,0.15000000000000002,19,20,128,14,1.8457849025726318
437,NoneType,False,entropy,12,0.35000000000000003,3,10,512,14,56.12148833274841
438,PCA,False,gini,9,0.1,1,18,32,14,1.2531185150146484
439,PCA,False,entropy,12,0.45,6,20,512,14,69.4352216720581
440,NoneType,True,gini,12,0.45,1,6,64,14,1.9211359024047852
441,NoneType,False,entropy,9,0.45,1,18,8,14,1.5352530479431152
442,NoneType,True,entropy,NoneType,0.15000000000000002,4,18,32,14,1.3539576530456543
443,PCA,True,entropy,NoneType,0.25,12,3,32,14,2.341276168823242
444,PCA,False,gini,12,0.2,19,10,64,14,1.8160755634307861
445,NoneType,False,gini,8,0.45,15,19,32,14,1.3359034061431885
446,PCA,False,entropy,8,0.05,1,2,128,14,3.2319908142089844
447,PCA,False,gini,NoneType,0.45,18,3,128,14,4.52368688583374
448,PCA,True,gini,9,0.35000000000000003,20,20,64,14,1.6391432285308838
449,PCA,True,gini,8,0.45,3,2,256,14,5.848741292953491
450,NoneType,True,entropy,NoneType,0.05,2,2,512,14,6.27458643913269
451,NoneType,True,gini,NoneType,0.05,4,2,16,14,0.4320375919342041
452,NoneType,True,gini,10,0.45,3,11,512,14,11.526593208312988
453,PCA,True,entropy,NoneType,0.05,2,17,16,14,0.9091906547546387
454,NoneType,False,gini,NoneType,0.35000000000000003,1,3,8,14,0.6466991901397705
455,NoneType,False,gini,NoneType,0.45,4,20,128,14,5.240627288818359
456,NoneType,True,gini,11,0.2,3,3,64,14,1.1227068901062012
457,NoneType,True,entropy,8,0.45,3,3,8,14,1.0315618515014648
458,NoneType,False,gini,8,0.1,1,2,128,14,1.4210753440856934
459,PCA,False,gini,9,0.3,19,4,16,14,1.012502670288086
460,PCA,False,entropy,8,0.35000000000000003,1,2,8,14,1.7328853607177734
461,NoneType,False,gini,12,0.35000000000000003,1,3,64,14,2.3359854221343994
462,NoneType,False,entropy,NoneType,0.2,9,19,512,14,31.87627673149109
463,PCA,False,gini,12,0.45,4,15,128,14,5.252565145492554
464,PCA,True,entropy,9,0.1,19,3,512,14,10.283190965652466
465,NoneType,False,entropy,12,0.05,2,18,8,14,0.532341480255127
466,NoneType,False,entropy,10,0.3,20,20,128,14,10.351069927215576
467,NoneType,False,entropy,9,0.45,1,20,256,14,35.27206826210022
468,NoneType,True,entropy,10,0.4,1,19,128,14,9.754935264587402
469,NoneType,False,entropy,11,0.2,20,2,512,14,28.260517597198486
470,PCA,True,entropy,9,0.1,2,2,32,14,1.6243908405303955
471,PCA,True,entropy,12,0.4,1,19,512,14,39.18087124824524
472,NoneType,False,gini,8,0.25,5,18,256,14,5.124147415161133
473,PCA,True,entropy,NoneType,0.45,3,5,64,14,6.270196199417114
474,PCA,True,entropy,10,0.3,20,20,16,14,1.6313433647155762
475,NoneType,False,entropy,8,0.05,20,5,64,14,1.2187471389770508
476,PCA,True,entropy,NoneType,0.15000000000000002,1,20,512,14,17.76329803466797
477,PCA,False,gini,8,0.05,17,18,64,14,1.1613407135009766
478,PCA,True,gini,11,0.05,4,11,256,14,1.9389879703521729
479,PCA,False,gini,9,0.4,1,17,128,14,4.657919406890869
480,NoneType,False,gini,10,0.3,16,16,32,14,1.0263872146606445
481,PCA,True,gini,NoneType,0.05,8,15,512,14,2.922072410583496
482,PCA,True,entropy,10,0.1,11,13,256,14,6.056220054626465
483,NoneType,True,entropy,11,0.3,8,19,256,14,13.451512336730957
484,NoneType,True,gini,11,0.45,1,12,64,14,1.949265718460083
485,PCA,False,gini,11,0.1,20,16,64,14,1.3477702140808105
486,PCA,True,gini,11,0.45,2,11,512,14,11.831429481506348
487,PCA,False,entropy,9,0.35000000000000003,5,16,256,14,27.910393953323364
488,PCA,True,gini,9,0.45,7,19,64,14,2.0211172103881836
489,PCA,True,entropy,9,0.4,10,19,512,14,34.76003575325012
490,PCA,True,entropy,8,0.2,15,3,64,14,3.0247750282287598
491,PCA,True,entropy,9,0.15000000000000002,20,14,256,14,7.448291778564453
492,PCA,True,gini,10,0.1,6,15,32,14,1.0476038455963135
493,PCA,False,entropy,12,0.35000000000000003,16,2,256,14,25.16672706604004
494,PCA,False,entropy,8,0.25,3,19,8,14,1.4961068630218506
495,NoneType,False,gini,12,0.05,8,11,256,14,1.60614013671875
496,NoneType,False,entropy,10,0.45,5,14,8,14,1.522942304611206
497,NoneType,False,gini,9,0.25,6,17,8,14,0.5236546993255615
498,NoneType,True,gini,8,0.4,2,15,64,14,1.5244693756103516
499,PCA,False,entropy,12,0.25,4,10,16,14,2.2112529277801514
500,PCA,False,entropy,12,0.4,9,2,16,14,2.750864028930664
501,NoneType,True,entropy,8,0.05,9,3,128,14,1.6074564456939697
502,PCA,True,entropy,12,0.05,10,2,32,14,1.1379823684692383
503,NoneType,True,entropy,9,0.15000000000000002,18,12,8,14,0.6054496765136719
504,NoneType,False,gini,9,0.05,5,17,512,14,2.9577319622039795
505,NoneType,False,entropy,11,0.15000000000000002,19,10,32,14,1.7356748580932617
506,NoneType,True,gini,10,0.1,2,15,8,14,0.4345433712005615
507,PCA,False,gini,8,0.35000000000000003,12,4,512,14,12.45861005783081
508,NoneType,True,gini,NoneType,0.05,10,15,16,14,0.41289520263671875
509,PCA,False,entropy,10,0.35000000000000003,2,14,512,14,57.29695010185242
510,NoneType,False,entropy,9,0.2,3,3,512,14,33.60834884643555
511,PCA,True,gini,9,0.2,1,19,16,14,1.0365033149719238
512,NoneType,False,gini,10,0.35000000000000003,14,20,64,14,1.9970335960388184
513,NoneType,False,gini,10,0.25,12,13,128,14,2.7426962852478027
514,NoneType,False,entropy,12,0.35000000000000003,8,15,512,14,52.73378372192383
515,NoneType,True,gini,8,0.4,17,16,8,14,0.5099689960479736
516,NoneType,True,gini,8,0.4,3,8,32,14,0.9381282329559326
517,NoneType,False,entropy,11,0.25,12,15,256,14,19.14915156364441
518,NoneType,True,gini,9,0.1,12,6,64,14,0.7247350215911865
519,PCA,True,entropy,NoneType,0.35000000000000003,15,4,64,14,4.445922613143921
520,NoneType,True,gini,8,0.3,7,14,64,14,1.311202049255371
521,PCA,True,entropy,9,0.25,3,19,8,14,1.195080041885376
522,NoneType,False,gini,10,0.2,7,7,128,14,2.521801233291626
523,PCA,False,entropy,11,0.1,12,11,8,14,1.009547233581543
524,PCA,False,entropy,10,0.15000000000000002,16,18,256,14,12.751163005828857
525,PCA,True,gini,8,0.15000000000000002,18,11,8,14,0.8043251037597656
526,NoneType,False,gini,9,0.35000000000000003,17,13,256,14,6.40730619430542
527,PCA,True,gini,11,0.35000000000000003,6,5,128,14,2.9115517139434814
528,PCA,False,gini,8,0.15000000000000002,18,7,128,14,2.208285093307495
529,NoneType,False,gini,11,0.3,9,2,16,14,0.70831298828125
530,NoneType,False,gini,11,0.4,3,10,128,14,4.619718551635742
531,NoneType,True,gini,NoneType,0.05,13,18,16,14,0.4118838310241699
532,PCA,False,gini,10,0.45,8,8,512,14,17.14257836341858
533,PCA,False,gini,9,0.15000000000000002,19,12,32,14,1.2018795013427734
534,PCA,False,gini,11,0.45,9,10,16,14,1.2233126163482666
535,PCA,False,gini,8,0.05,3,6,512,14,3.3394320011138916
536,NoneType,False,gini,10,0.1,5,2,64,14,0.9130058288574219
537,PCA,False,gini,8,0.45,3,18,64,14,2.846503734588623
538,NoneType,False,entropy,8,0.3,1,4,512,14,46.78285002708435
539,NoneType,False,gini,12,0.1,2,4,128,14,1.601719856262207
540,NoneType,False,gini,8,0.4,2,14,512,14,15.247797727584839
541,NoneType,False,entropy,9,0.45,7,20,64,14,8.740404605865479
542,PCA,False,entropy,NoneType,0.45,18,17,8,14,1.932316780090332
543,NoneType,False,entropy,12,0.4,4,2,32,14,4.321265697479248
544,NoneType,False,entropy,NoneType,0.3,5,10,512,14,47.599865198135376
545,PCA,False,gini,12,0.05,9,12,16,14,0.900984525680542
546,NoneType,False,gini,11,0.45,2,2,64,14,2.7164034843444824
547,NoneType,False,entropy,12,0.4,5,4,64,14,8.234811067581177
548,NoneType,False,entropy,NoneType,0.45,4,2,16,14,2.6169066429138184
549,NoneType,False,entropy,10,0.25,1,6,512,14,42.7786066532135
550,NoneType,False,gini,NoneType,0.2,2,3,32,14,1.0126712322235107
551,NoneType,False,entropy,8,0.2,17,3,64,14,3.9176971912384033
552,PCA,False,gini,NoneType,0.3,5,3,512,14,12.83969235420227
553,PCA,False,entropy,12,0.3,4,2,32,14,3.9387450218200684
554,NoneType,False,entropy,8,0.45,19,18,256,14,29.86186456680298
555,NoneType,False,entropy,12,0.4,11,2,512,14,58.00727081298828
556,PCA,True,gini,8,0.05,18,12,128,14,1.2357656955718994
557,NoneType,False,entropy,12,0.2,1,5,128,14,9.13057279586792
558,PCA,False,entropy,9,0.4,3,20,32,14,4.746016979217529
559,NoneType,False,entropy,NoneType,0.3,5,3,32,14,1.0
560,PCA,False,gini,11,0.35000000000000003,1,20,8,14,1.0255465507507324
561,NoneType,False,entropy,NoneType,0.15000000000000002,10,2,64,14,3.319526433944702
562,PCA,False,gini,NoneType,0.4,7,3,128,14,4.517960786819458
563,NoneType,False,gini,12,0.35000000000000003,1,3,512,14,16.33927583694458
564,PCA,False,gini,8,0.4,19,18,512,14,13.377212047576904
565,NoneType,True,gini,8,0.45,20,3,128,14,2.5247960090637207
566,NoneType,False,entropy,12,0.05,19,4,512,14,7.456109046936035
567,NoneType,True,entropy,NoneType,0.45,19,19,8,14,0.9121124744415283
568,NoneType,False,gini,NoneType,0.3,20,3,128,14,2.9294931888580322
569,PCA,False,gini,NoneType,0.45,20,20,8,14,1.1356232166290283
570,NoneType,False,gini,NoneType,0.3,20,16,512,14,10.752993822097778
571,PCA,False,gini,NoneType,0.05,2,19,512,14,3.847892999649048
572,NoneType,True,entropy,12,0.15000000000000002,20,19,512,14,12.45211672782898
573,NoneType,True,entropy,9,0.2,17,2,32,14,1.416008710861206
574,PCA,True,gini,NoneType,0.35000000000000003,6,2,512,14,9.06532621383667
575,NoneType,False,entropy,9,0.25,18,20,8,14,0.9189550876617432
576,NoneType,True,entropy,12,0.15000000000000002,3,2,8,14,0.6191391944885254
577,PCA,False,entropy,NoneType,0.25,1,3,512,14,45.98735070228577
578,NoneType,True,entropy,10,0.35000000000000003,4,2,64,14,4.432301759719849
579,PCA,True,entropy,NoneType,0.3,18,4,256,14,12.644830703735352
580,NoneType,False,entropy,NoneType,0.05,20,2,8,14,0.5356111526489258
581,PCA,False,gini,12,0.15000000000000002,19,2,512,14,6.563799858093262
582,PCA,False,entropy,NoneType,0.15000000000000002,3,19,128,14,7.931590795516968
583,PCA,False,entropy,NoneType,0.2,19,3,8,14,1.2275686264038086
584,NoneType,False,gini,9,0.05,19,20,256,14,1.5334289073944092
585,NoneType,False,gini,NoneType,0.45,1,2,512,14,22.485907554626465
586,NoneType,True,entropy,8,0.45,1,14,32,14,2.9187746047973633
587,PCA,False,entropy,NoneType,0.35000000000000003,20,6,8,14,1.6406748294830322
588,NoneType,True,gini,8,0.05,1,14,64,14,0.6198379993438721
589,PCA,False,entropy,8,0.2,2,5,256,14,18.167775869369507
590,NoneType,False,gini,8,0.45,15,5,8,14,0.6384842395782471
591,NoneType,False,entropy,8,0.15000000000000002,1,15,512,14,25.06889510154724
592,NoneType,False,entropy,NoneType,0.05,2,16,256,14,4.828300952911377
593,NoneType,True,gini,NoneType,0.25,3,20,32,14,0.8375430107116699
594,PCA,False,gini,NoneType,0.2,4,3,8,14,0.9165124893188477
595,NoneType,False,gini,NoneType,0.45,20,7,512,14,15.953655004501343
596,PCA,False,entropy,NoneType,0.3,1,2,32,14,4.017477512359619
597,PCA,False,entropy,10,0.35000000000000003,17,5,64,14,6.932835817337036
598,PCA,False,gini,9,0.2,2,4,32,14,1.3511903285980225
599,NoneType,False,gini,10,0.05,11,8,32,14,0.5354559421539307
600,NoneType,False,entropy,NoneType,0.25,1,3,256,14,22.253878831863403
601,NoneType,False,entropy,8,0.15000000000000002,10,20,32,14,1.803039312362671
602,NoneType,False,entropy,10,0.4,3,4,64,14,8.242029428482056
603,NoneType,True,entropy,8,0.35000000000000003,4,12,256,14,16.023659706115723
604,PCA,True,gini,12,0.05,15,2,32,14,0.9005286693572998
605,PCA,True,gini,10,0.4,18,8,16,14,1.0416514873504639
606,NoneType,False,entropy,NoneType,0.25,7,5,128,14,10.387907981872559
607,PCA,True,gini,NoneType,0.05,16,11,512,14,2.631084442138672
608,NoneType,True,gini,10,0.35000000000000003,19,12,64,14,1.2184269428253174
609,PCA,True,entropy,NoneType,0.35000000000000003,2,6,256,14,17.963793516159058
610,PCA,False,gini,9,0.2,15,7,32,14,1.3309950828552246
611,NoneType,False,gini,11,0.3,16,5,128,14,3.043529987335205
612,NoneType,False,entropy,9,0.2,2,20,32,14,2.553366184234619
613,PCA,True,gini,9,0.1,14,7,16,14,0.8049261569976807
614,PCA,False,gini,9,0.15000000000000002,6,3,16,14,1.032301664352417
615,PCA,True,gini,12,0.35000000000000003,18,6,16,14,1.0344138145446777
616,NoneType,True,gini,9,0.25,2,20,512,14,2.0
617,PCA,False,entropy,NoneType,0.35000000000000003,5,20,256,14,28.475621461868286
618,PCA,True,gini,12,0.45,5,20,128,14,3.3373806476593018
619,PCA,True,gini,12,0.2,14,2,128,14,2.0099472999572754
620,NoneType,True,gini,8,0.45,17,18,64,14,1.4023346900939941
621,NoneType,True,entropy,NoneType,0.25,19,15,128,14,5.335554599761963
622,NoneType,True,entropy,NoneType,0.3,14,4,512,14,24.37205481529236
623,PCA,True,gini,9,0.35000000000000003,2,4,256,14,5.018781661987305
624,PCA,False,gini,10,0.45,6,20,128,14,5.012816905975342
625,NoneType,False,entropy,10,0.4,5,7,64,14,8.121723175048828
626,PCA,False,gini,12,0.1,8,5,8,14,0.7953436374664307
627,NoneType,True,entropy,11,0.2,7,16,64,14,2.834434986114502
628,PCA,False,entropy,NoneType,0.25,14,18,16,14,2.0126395225524902
629,NoneType,False,gini,12,0.4,6,6,256,14,8.568056344985962
630,NoneType,False,entropy,8,0.35000000000000003,5,5,256,14,26.472415685653687
631,NoneType,True,gini,8,0.1,13,6,512,14,3.109644889831543
632,PCA,False,gini,9,0.3,2,13,32,14,1.5143544673919678
633,PCA,False,gini,9,0.25,16,2,256,14,5.217109203338623
634,NoneType,True,gini,11,0.2,3,14,8,14,0.530059814453125
635,NoneType,True,gini,8,0.4,11,4,8,14,0.5218524932861328
636,PCA,True,entropy,9,0.4,3,9,16,14,2.0187103748321533
637,PCA,False,entropy,NoneType,0.3,17,5,512,14,42.507407665252686
638,NoneType,True,gini,11,0.45,19,9,32,14,1.0518341064453125
639,NoneType,False,gini,10,0.2,14,15,128,14,2.333451271057129
640,NoneType,True,gini,10,0.4,5,18,32,14,1.0034420490264893
641,NoneType,True,gini,9,0.05,13,15,256,14,1.2545521259307861
642,NoneType,True,entropy,NoneType,0.45,5,10,64,14,5.516708612442017
643,NoneType,False,entropy,10,0.4,6,12,8,14,1.329111099243164
644,NoneType,False,entropy,9,0.35000000000000003,19,8,512,14,46.78239846229553
645,NoneType,True,gini,8,0.2,9,17,64,14,1.052112340927124
646,NoneType,True,entropy,11,0.4,15,4,8,14,0.9490671157836914
647,PCA,True,gini,11,0.3,7,14,512,14,7.873440742492676
648,PCA,True,gini,11,0.05,3,20,16,14,0.9244730472564697
649,NoneType,False,gini,10,0.05,16,17,16,14,0.44081759452819824
650,PCA,False,gini,11,0.05,2,14,128,14,1.5538370609283447
651,NoneType,True,entropy,9,0.3,10,6,512,14,25.476914405822754
652,NoneType,True,entropy,NoneType,0.05,18,9,512,14,4.870396137237549
653,PCA,True,entropy,10,0.45,19,18,8,14,1.2954258918762207
654,NoneType,False,entropy,NoneType,0.45,2,17,8,14,1.505549669265747
655,NoneType,False,gini,9,0.2,7,11,64,14,1.4100446701049805
656,NoneType,False,entropy,9,0.2,13,16,512,14,30.076043844223022
657,NoneType,True,gini,8,0.35000000000000003,2,17,16,14,0.717911958694458
658,PCA,False,entropy,NoneType,0.05,17,10,256,14,5.358959197998047
659,PCA,True,entropy,10,0.45,9,15,256,14,20.017986059188843
660,NoneType,False,entropy,8,0.1,13,2,512,14,15.36435341835022
661,NoneType,True,entropy,9,0.25,14,4,8,14,0.7060329914093018
662,PCA,False,gini,11,0.35000000000000003,18,6,8,14,1.0475099086761475
663,PCA,True,gini,9,0.15000000000000002,9,15,128,14,1.8012824058532715
664,NoneType,False,gini,8,0.4,20,3,128,14,3.6465213298797607
665,PCA,False,gini,8,0.25,17,19,8,14,0.9512319564819336
666,PCA,True,gini,8,0.35000000000000003,7,13,16,14,1.1065845489501953
667,PCA,False,entropy,12,0.2,13,11,16,14,1.8102443218231201
668,PCA,True,gini,12,0.4,6,9,256,14,5.425877571105957
669,PCA,True,entropy,10,0.3,12,3,256,14,13.52845549583435
670,PCA,True,gini,9,0.1,15,2,128,14,1.5098803043365479
671,NoneType,False,gini,12,0.3,13,17,128,14,3.230102300643921
672,PCA,False,entropy,8,0.45,14,2,32,14,4.723124980926514
673,NoneType,False,entropy,10,0.4,14,18,128,14,14.305526494979858
674,PCA,True,gini,10,0.4,14,14,128,14,2.803004026412964
675,NoneType,False,entropy,NoneType,0.1,1,16,8,14,0.7055573463439941
676,NoneType,True,entropy,10,0.2,2,19,128,14,5.4547741413116455
677,NoneType,False,entropy,NoneType,0.25,1,6,32,14,3.1107025146484375
678,PCA,False,gini,8,0.15000000000000002,4,18,128,14,2.219175100326538
679,NoneType,True,entropy,11,0.2,3,10,64,14,2.9121336936950684
680,NoneType,True,entropy,NoneType,0.45,3,6,64,14,5.732202053070068
681,NoneType,True,entropy,12,0.2,1,8,32,14,1.710930347442627
682,NoneType,True,entropy,11,0.2,2,13,16,14,1.1055045127868652
683,NoneType,True,entropy,10,0.35000000000000003,7,17,32,14,2.3128411769866943
684,PCA,True,entropy,12,0.35000000000000003,14,18,256,14,15.039361953735352
685,NoneType,True,gini,10,0.1,3,13,32,14,0.5924592018127441
686,PCA,False,entropy,10,0.4,10,9,16,14,2.7492823600769043
687,NoneType,False,gini,10,0.35000000000000003,8,16,16,14,0.8059818744659424
688,PCA,False,entropy,12,0.35000000000000003,20,2,64,14,6.7618408203125
689,NoneType,True,gini,NoneType,0.45,1,18,16,14,0.8398075103759766
690,NoneType,True,entropy,NoneType,0.2,3,16,128,14,5.3987274169921875
691,NoneType,False,entropy,11,0.2,6,19,64,14,4.394794940948486
692,PCA,True,entropy,8,0.1,2,11,128,14,3.8447766304016113
